"DateTime","(mm) Precipitation (PRISM) at -120.2390E,39.4316N, 2017-10-01 to 2021-12-31"
"2021-04-18",0
"2021-04-19",0
"2021-04-20",0
"2021-04-21",0
"2021-04-22",0.366
"2021-04-23",0
"2021-04-24",0
"2021-04-25",3.496
"2021-04-26",0
"2021-04-27",0.498
"2021-04-28",0.436
"2021-04-29",0
"2021-04-30",0
"2021-05-01",0
"2021-05-02",0
"2021-05-03",0
"2021-05-04",0
"2021-05-05",0
"2021-05-06",0
"2021-05-07",0
"2021-05-08",0
"2021-05-09",0
"2021-05-10",0.208
"2021-05-11",0
"2021-05-12",0
"2021-05-13",0
"2021-05-14",0
"2021-05-15",5.742
"2021-05-16",1.339
"2021-05-17",0
"2021-05-18",0
"2021-05-19",0
"2021-05-20",7.167
"2021-05-21",5.023
"2021-05-22",3.904
"2021-05-23",0.757
"2021-05-24",0
"2021-05-25",0
"2021-05-26",0
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",0
"2021-06-03",0
"2021-06-04",0
"2021-06-05",0
"2021-06-06",0
"2021-06-07",0
"2021-06-08",0
"2021-06-09",0
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0
"2021-06-23",0
"2021-06-24",2.19
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0
"2021-06-28",0
"2021-06-29",0
"2021-06-30",0
"2021-07-01",0
"2021-07-02",0
"2021-07-03",4.8812
"2021-07-04",0.4197
"2021-07-05",0
"2021-07-06",0
"2021-07-07",0
"2021-07-08",0
"2021-07-09",0
"2021-07-10",0
"2021-07-11",0
"2021-07-12",0
"2021-07-13",0
"2021-07-14",0.4253
"2021-07-15",0
"2021-07-16",0
"2021-07-17",0
"2021-07-18",0
"2021-07-19",0.3019
"2021-07-20",0
"2021-07-21",0
"2021-07-22",0.4099
"2021-07-23",0
"2021-07-24",0
"2021-07-25",0
"2021-07-26",1.2372
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0.6756
"2021-07-30",1.1244
"2021-07-31",0.1344
"2021-08-01",0
"2021-08-02",0
"2021-08-03",0
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0
"2021-08-08",0
"2021-08-09",0
"2021-08-10",0
"2021-08-11",0
"2021-08-12",0
"2021-08-13",0.6892
"2021-08-14",0
"2021-08-15",0
"2021-08-16",0
"2021-08-17",1.4235
"2021-08-18",0
"2021-08-19",0
"2021-08-20",0
"2021-08-21",0
"2021-08-22",0
"2021-08-23",0
"2021-08-24",0
"2021-08-25",0
"2021-08-26",0
"2021-08-27",0
"2021-08-28",0
"2021-08-29",0
"2021-08-30",0
"2021-08-31",0
"2021-09-01",0
"2021-09-02",0
"2021-09-03",0
"2021-09-04",0
"2021-09-05",0
"2021-09-06",0
"2021-09-07",0
"2021-09-08",0
"2021-09-09",1.7786
"2021-09-10",5.0265
"2021-09-11",0
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0
"2021-09-16",0
"2021-09-17",0
"2021-09-18",0.9029
"2021-09-19",1.1838
"2021-09-20",0
"2021-09-21",0
"2021-09-22",0
"2021-09-23",0
"2021-09-24",0
"2021-09-25",0
"2021-09-26",0
"2021-09-27",1.7242
"2021-09-28",0
"2021-09-29",0.5338
"2021-09-30",0
"2021-10-01",0
"2021-10-02",0
"2021-10-03",0
"2021-10-04",0
"2021-10-05",0
"2021-10-06",0
"2021-10-07",4.5447
"2021-10-08",6.6065
"2021-10-09",0.4034
"2021-10-10",0.574
"2021-10-11",1.9265
"2021-10-12",0.5213
"2021-10-13",0.39
"2021-10-14",0.2076
"2021-10-15",0
"2021-10-16",0
"2021-10-17",11.5339
"2021-10-18",0.9725
"2021-10-19",0
"2021-10-20",3.7046
"2021-10-21",15.9406
"2021-10-22",15.2995
"2021-10-23",15.5922
"2021-10-24",156.1116
"2021-10-25",31.6063
"2021-10-26",0.7194
"2021-10-27",0
"2021-10-28",0.5418
"2021-10-29",0
"2021-10-30",0
"2021-10-31",0
"2021-11-01",0.1414
"2021-11-02",0.1383
"2021-11-03",0
"2021-11-04",0.0273
"2021-11-05",0
"2021-11-06",1.407
"2021-11-07",0
"2021-11-08",12.3938
"2021-11-09",12.4876
"2021-11-10",0.1383
"2021-11-11",0
"2021-11-12",0
"2021-11-13",0
"2021-11-14",0
"2021-11-15",0
"2021-11-16",0
"2021-11-17",0
"2021-11-18",1.2458
"2021-11-19",2.7457
"2021-11-20",0.1383
"2021-11-21",0.3794
"2021-11-22",0
"2021-11-23",0
"2021-11-24",0
"2021-11-25",0
"2021-11-26",0
"2021-11-27",0.3336
"2021-11-28",0
"2021-11-29",0
"2021-11-30",0
"2021-12-01",0
"2021-12-02",0
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0
"2021-12-06",2.9253
"2021-12-07",0.814
"2021-12-08",2.3693
"2021-12-09",6.0824
"2021-12-10",0.1884
"2021-12-11",0.9356
"2021-12-12",26.3487
"2021-12-13",56.696
"2021-12-14",10.3354
"2021-12-15",24.1192
"2021-12-16",5.3659
"2021-12-17",0.7062
"2021-12-18",0.1329
"2021-12-19",0.3402
"2021-12-20",0.6323
"2021-12-21",1.5351
"2021-12-22",23.9784
"2021-12-23",43.6833
"2021-12-24",14.5767
"2021-12-25",30.1356
"2021-12-26",11.8798
"2021-12-27",14.7623
"2021-12-28",1.1494
"2021-12-29",3.0526
"2021-12-30",0.0027
"2021-12-31",0
