"DateTime","(deg C) Max Temperature (PRISM), -120.2390E,39.4316N ,2017-10-01 to 2021-12-31","(deg C) Min Temperature (PRISM), -120.2390E,39.4316N ,2017-10-01 to 2021-12-31"
"2020-01-09",0.657,-10.892
"2020-01-10",7.579,-11.408
"2020-01-11",0.113,-6.432
"2020-01-12",-0.841,-7.154
"2020-01-13",1.85,-4.58
"2020-01-14",-1.204,-7.007
"2020-01-15",3.387,-12.924
"2020-01-16",0.853,-6.499
"2020-01-17",-0.689,-8.082
"2020-01-18",7.38,-7.375
"2020-01-19",6.579,-4.516
"2020-01-20",7.26,-1.353
"2020-01-21",2.207,-0.45
"2020-01-22",7.288,-3.157
"2020-01-23",7.467,-4.175
"2020-01-24",5.009,0.426
"2020-01-25",10.889,-1.394
"2020-01-26",4.305,-2.244
"2020-01-27",3.894,-2.163
"2020-01-28",3.924,-5.769
"2020-01-29",5.687,-7.581
"2020-01-30",8.689,-1.78
"2020-01-31",15.271,-3.17
"2020-02-01",14.451,-3.666
"2020-02-02",5.378,-10.043
"2020-02-03",-4.664,-14.666
"2020-02-04",-1.065,-13.616
"2020-02-05",7.304,-9.517
"2020-02-06",10.106,-3.889
"2020-02-07",12.4,-5.301
"2020-02-08",8.453,-5.038
"2020-02-09",0.068,-6.688
"2020-02-10",6.05,-8.516
"2020-02-11",8.204,-6.336
"2020-02-12",8.343,-6.4
"2020-02-13",9.957,-7.956
"2020-02-14",9.064,-4.212
"2020-02-15",8.053,-3.429
"2020-02-16",8.323,-2.243
"2020-02-17",7.05,-6.25
"2020-02-18",7.545,-7.929
"2020-02-19",6.365,-6.329
"2020-02-20",9.2,-5.213
"2020-02-21",10.086,-4.358
"2020-02-22",9.718,-3.661
"2020-02-23",9.373,-4.378
"2020-02-24",8.389,-6.122
"2020-02-25",10.666,-4.743
"2020-02-26",12.792,-4.267
"2020-02-27",13.836,-4.728
"2020-02-28",11,-3.218
"2020-02-29",7.851,-4.303
"2020-03-01",-2.187,-7.598
"2020-03-02",4.061,-9.809
"2020-03-03",11.318,-5.064
"2020-03-04",15.177,-3.987
"2020-03-05",13.004,-3.092
"2020-03-06",11.105,3.647
"2020-03-07",4.421,-1.825
"2020-03-08",4.489,-2.442
"2020-03-09",7.145,-2.437
"2020-03-10",9.804,-2.714
"2020-03-11",11.372,-2.889
"2020-03-12",10.917,-2.584
"2020-03-13",9.768,-4.021
"2020-03-14",-0.008,-3.705
"2020-03-15",-1.336,-5.011
"2020-03-16",-0.048,-5.531
"2020-03-17",-1.996,-6.427
"2020-03-18",0.393,-6.608
"2020-03-19",4.053,-10.186
"2020-03-20",5.298,-11.181
"2020-03-21",7.03,-8.03
"2020-03-22",8.878,-7.463
"2020-03-23",4.348,-5.796
"2020-03-24",1.551,-3.834
"2020-03-25",0.125,-10.461
"2020-03-26",1.094,-11.916
"2020-03-27",3.378,-13.252
"2020-03-28",3.211,-8.22
"2020-03-29",5.48,-2.823
"2020-03-30",4.756,-1.205
"2020-03-31",6.568,0.814
"2020-04-01",5.579,-7.383
"2020-04-02",6.148,-10.843
"2020-04-03",6.336,-6.756
"2020-04-04",3.126,-4.491
"2020-04-05",0.634,-4.077
"2020-04-06",3.35,-6.609
"2020-04-07",6.909,-1.863
"2020-04-08",11.287,-0.954
"2020-04-09",9.573,-0.253
"2020-04-10",11.595,-2.509
"2020-04-11",14.03,-1.041
"2020-04-12",10.422,-1.591
"2020-04-13",8.106,-3.617
"2020-04-14",10.783,-5.662
"2020-04-15",14.162,-2.421
"2020-04-16",12.099,-2.474
"2020-04-17",10.787,-2.418
"2020-04-18",10.515,-0.95
"2020-04-19",8.947,-1.815
"2020-04-20",9.563,-2.625
"2020-04-21",13.927,-2.411
"2020-04-22",14.686,-1.279
"2020-04-23",15.071,0.905
"2020-04-24",17.124,-0.118
"2020-04-25",16.907,0.742
"2020-04-26",16.472,0.078
"2020-04-27",16.82,0.207
"2020-04-28",21.987,1.986
"2020-04-29",18.658,4.762
"2020-04-30",13.643,2.076
"2020-05-01",14.921,-0.115
"2020-05-02",12.287,-0.027
"2020-05-03",12.358,-1.708
"2020-05-04",15.578,-3.458
"2020-05-05",16.416,-0.986
"2020-05-06",17.814,1
"2020-05-07",18.602,-0.263
"2020-05-08",21.728,1.866
"2020-05-09",22.467,3.668
"2020-05-10",19.081,4.153
"2020-05-11",12.756,3.22
"2020-05-12",4.851,1.391
"2020-05-13",6.707,0.513
"2020-05-14",6.112,0.927
"2020-05-15",14.15,-0.61
"2020-05-16",16.038,2.389
"2020-05-17",8.45,2.536
"2020-05-18",4.434,-0.121
"2020-05-19",6.384,-0.546
"2020-05-20",9.291,-0.444
"2020-05-21",14.133,-1.136
"2020-05-22",11.083,-1.557
"2020-05-23",15.624,-2.521
"2020-05-24",18.284,0.631
"2020-05-25",23.076,3.602
"2020-05-26",23.719,6.757
"2020-05-27",24.289,6.883
"2020-05-28",26.075,5.994
"2020-05-29",26.054,6.068
"2020-05-30",12.907,3.816
"2020-05-31",17.206,2.798
"2020-06-01",16.737,5.356
"2020-06-02",22.263,4.354
"2020-06-03",23.446,6.38
"2020-06-04",23.743,6.086
"2020-06-05",21.437,6.231
"2020-06-06",11.067,0.696
"2020-06-07",5.676,-2.516
"2020-06-08",13.668,-3.827
"2020-06-09",19.553,0.755
"2020-06-10",21.901,3.487
"2020-06-11",21.362,3.641
"2020-06-12",15.912,1.42
"2020-06-13",10.394,-0.47
"2020-06-14",17.471,-0.723
"2020-06-15",15.736,3.386
"2020-06-16",14.256,0.124
"2020-06-17",15.839,-1.437
"2020-06-18",20.181,0.842
"2020-06-19",23.673,3.937
"2020-06-20",23.93,5.757
"2020-06-21",24.606,5.703
"2020-06-22",27.842,8.419
"2020-06-23",29.386,10.129
"2020-06-24",27.24,10.044
"2020-06-25",26.711,9.957
"2020-06-26",27.897,9.541
"2020-06-27",25.304,10.238
"2020-06-28",16.893,2.852
"2020-06-29",15.866,0.006
"2020-06-30",19.191,2.71
"2020-07-01",20.939,2.871
"2020-07-02",22.016,4.465
"2020-07-03",21.452,6.109
"2020-07-04",22.64,6.756
"2020-07-05",23.868,4.222
"2020-07-06",23.671,4.497
"2020-07-07",22.245,3.623
"2020-07-08",23.472,3.703
"2020-07-09",23.412,4.74
"2020-07-10",27.066,4.338
"2020-07-11",26.841,6.271
"2020-07-12",26.334,7.357
"2020-07-13",25.485,8.106
"2020-07-14",26.922,7.922
"2020-07-15",28.608,9.865
"2020-07-16",29.86,10.477
"2020-07-17",27.638,9.989
"2020-07-18",28.223,8.272
"2020-07-19",29.157,9.56
"2020-07-20",28.92,9.878
"2020-07-21",28.416,9.731
"2020-07-22",24.825,8.616
"2020-07-23",24.188,7.204
"2020-07-24",25.164,7.542
"2020-07-25",26.136,7.837
"2020-07-26",27.884,8.81
"2020-07-27",25.75,9.265
"2020-07-28",26.406,7.959
"2020-07-29",26.961,8.129
"2020-07-30",26.861,8.729
"2020-07-31",27.508,7.802
"2020-08-01",27.629,7.534
"2020-08-02",25.905,6.823
"2020-08-03",26.018,6.822
"2020-08-04",26.558,6.756
"2020-08-05",24.025,8.029
"2020-08-06",22.929,5.199
"2020-08-07",25.28,6.182
"2020-08-08",27.446,8.75
"2020-08-09",28.869,9.686
"2020-08-10",28.313,9.996
"2020-08-11",25.602,8.956
"2020-08-12",23.76,6.779
"2020-08-13",24.812,7.433
"2020-08-14",28.758,10.248
"2020-08-15",29.811,11.939
"2020-08-16",27.485,13.779
"2020-08-17",29.67,13.257
"2020-08-18",29.196,12.161
"2020-08-19",25.988,10.804
"2020-08-20",26.529,8.893
"2020-08-21",26.412,9.838
"2020-08-22",27.483,8.914
"2020-08-23",28.729,12.635
"2020-08-24",25.504,11.011
"2020-08-25",25.031,10.439
"2020-08-26",24.483,8.586
"2020-08-27",25.047,6.292
"2020-08-28",26.483,8.889
"2020-08-29",27.518,8.856
"2020-08-30",26.905,8.439
"2020-08-31",24.913,7.465
"2020-09-01",25.302,7.105
"2020-09-02",28.867,8.133
"2020-09-03",30.615,9.581
"2020-09-04",31.715,11.264
"2020-09-05",31.378,11.208
"2020-09-06",28.265,11.626
"2020-09-07",28.525,9.955
"2020-09-08",17.239,5.273
"2020-09-09",21.272,4.451
"2020-09-10",21.094,5.421
"2020-09-11",25.194,4.307
"2020-09-12",26.406,5.502
"2020-09-13",25.055,6.321
"2020-09-14",24.159,10.139
"2020-09-15",24.514,8.951
"2020-09-16",24.133,7.314
"2020-09-17",22.964,6.327
"2020-09-18",17.094,3.36
"2020-09-19",19.931,1.995
"2020-09-20",23.143,4.254
"2020-09-21",22.313,6.176
"2020-09-22",20.288,7.052
"2020-09-23",22.12,7.3
"2020-09-24",20.446,7.922
"2020-09-25",21.836,6.741
"2020-09-26",22.16,6.051
"2020-09-27",18.76,4.685
"2020-09-28",20.599,5.426
"2020-09-29",24.033,6.356
"2020-09-30",23.952,6.39
"2020-10-01",25.913,6.316
"2020-10-02",26.037,6.76
"2020-10-03",25.293,6.022
"2020-10-04",23.593,4.523
"2020-10-05",23.892,4.117
"2020-10-06",23.822,4.278
"2020-10-07",23.071,4.018
"2020-10-08",18.607,3.454
"2020-10-09",20.323,2.388
"2020-10-10",14.161,3.66
"2020-10-11",17.605,1.31
"2020-10-12",21.032,2.447
"2020-10-13",21.847,3.835
"2020-10-14",21.76,3.684
"2020-10-15",18.444,3.118
"2020-10-16",19.747,1.173
"2020-10-17",23.07,2.908
"2020-10-18",21.412,3.552
"2020-10-19",21.123,2.441
"2020-10-20",21.31,2.528
"2020-10-21",20.623,2.123
"2020-10-22",13.561,-0.706
"2020-10-23",16.308,-2.355
"2020-10-24",15.823,-0.217
"2020-10-25",6.034,-6.047
"2020-10-26",6.49,-7.103
"2020-10-27",13.056,-1.756
"2020-10-28",18.793,-1.657
"2020-10-29",18.922,-0.697
"2020-10-30",19.557,-0.593
"2020-10-31",19.969,0.58
"2020-11-01",20.483,0.493
"2020-11-02",20.555,1.544
"2020-11-03",17.672,1.218
"2020-11-04",18.641,1.012
"2020-11-05",20.352,0.97
"2020-11-06",9.195,-5.448
"2020-11-07",0.842,-7.58
"2020-11-08",-2.843,-11.846
"2020-11-09",0.153,-12.631
"2020-11-10",8.021,-8.442
"2020-11-11",6.665,-7.461
"2020-11-12",8.4,-9.595
"2020-11-13",2.139,-2.171
"2020-11-14",5.864,-6.234
"2020-11-15",9.32,1.034
"2020-11-16",16.906,-0.978
"2020-11-17",10.727,0.175
"2020-11-18",2.264,-1.404
"2020-11-19",5.258,-5.666
"2020-11-20",6.22,-7.383
"2020-11-21",6.621,-7.802
"2020-11-22",9.295,-5.022
"2020-11-23",6.378,-5.301
"2020-11-24",10.172,-6.242
"2020-11-25",3.573,-7.419
"2020-11-26",0.648,-8.732
"2020-11-27",7.573,-7.689
"2020-11-28",11.575,-5.747
"2020-11-29",11.125,-5.697
"2020-11-30",9.987,-2.633
"2020-12-01",8.609,-4.312
"2020-12-02",10.045,-4.042
"2020-12-03",11.358,-3.548
"2020-12-04",10.169,-3.613
"2020-12-05",10.298,-3.079
"2020-12-06",6.718,-2.665
"2020-12-07",7.212,-4.196
"2020-12-08",13.592,-3.351
"2020-12-09",11.472,-2.52
"2020-12-10",7.961,-4.109
"2020-12-11",4.634,-2.236
"2020-12-12",1.748,-3.524
"2020-12-13",2.442,-3.167
"2020-12-14",-0.34,-7.141
"2020-12-15",4.384,-6.982
"2020-12-16",5.442,-4.234
"2020-12-17",2.271,-7.822
"2020-12-18",4.641,-8.798
"2020-12-19",8.851,-4.639
"2020-12-20",12.889,-4.306
"2020-12-21",11.512,-2.95
"2020-12-22",7.299,-7.024
"2020-12-23",3.119,-9.926
"2020-12-24",7.919,-6.939
"2020-12-25",5.333,-0.653
"2020-12-26",0.306,-6.522
"2020-12-27",0.501,-7.328
"2020-12-28",-0.045,-7.821
"2020-12-29",3.101,-10.362
"2020-12-30",5.079,-7.602
"2020-12-31",1.251,-7.613
"2021-01-01",6.694,-9.12
"2021-01-02",3.844,-2.67
"2021-01-03",4.703,-1.662
"2021-01-04",2.546,-3.189
"2021-01-05",4.703,-7.702
"2021-01-06",6.456,-6.387
"2021-01-07",7.73,-8.939
"2021-01-08",3.587,-6.856
"2021-01-09",6.723,-9.97
"2021-01-10",6.291,-4.685
"2021-01-11",11.316,-4.896
"2021-01-12",7.78,0.098
"2021-01-13",8.453,-2.17
"2021-01-14",13.481,-3.574
"2021-01-15",14.674,-1.74
"2021-01-16",11.625,-1.899
"2021-01-17",12.32,-2.371
"2021-01-18",6.818,-5.037
"2021-01-19",-0.2,-6.971
"2021-01-20",9.619,-6.979
"2021-01-21",7.63,-6.59
"2021-01-22",0.944,-6.361
"2021-01-23",-0.291,-6.973
"2021-01-24",0.45,-10.802
"2021-01-25",-4.41,-9.489
"2021-01-26",-2.543,-15.766
"2021-01-27",-1.534,-3.943
"2021-01-28",-1.507,-3.897
"2021-01-29",0.218,-6.83
"2021-01-30",4.169,-8.577
"2021-01-31",5.617,-5.358
"2021-02-01",6.309,-0.599
"2021-02-02",2.392,-2.683
"2021-02-03",-1.88,-7.897
"2021-02-04",4.719,-10.966
"2021-02-05",10.477,-8.736
"2021-02-06",12.652,-8.388
"2021-02-07",11.117,-7.298
"2021-02-08",8.54,-4.999
"2021-02-09",4.237,-0.403
"2021-02-10",9.289,-2.569
"2021-02-11",5.969,-2.923
"2021-02-12",6.345,-5.786
"2021-02-13",1.916,-6.585
"2021-02-14",1.7,-7.092
"2021-02-15",4.256,-1.921
"2021-02-16",2.613,-9.25
"2021-02-17",-0.389,-12.552
"2021-02-18",4.608,-11.633
"2021-02-19",4.519,-3.345
"2021-02-20",0.588,-9.67
"2021-02-21",5.298,-11
"2021-02-22",12.728,-5.951
"2021-02-23",9.28,-6.283
"2021-02-24",3.659,-10.817
"2021-02-25",9.488,-10.466
"2021-02-26",6.193,-9.096
"2021-02-27",0.507,-11.651
"2021-02-28",7.156,-10.458
"2021-03-01",7.792,-7.0199
"2021-03-02",10.682,-6.276
"2021-03-03",8.908,-5.1069
"2021-03-04",7.771,-4.7729
"2021-03-05",9.431,-4.9019
"2021-03-06",4.366,-4.346
"2021-03-07",9.714,-5.334
"2021-03-08",0.074,-5.109
"2021-03-09",0.345,-6.8819
"2021-03-10",-0.074,-11.0159
"2021-03-11",0.351,-14.232
"2021-03-12",4.472,-9.1499
"2021-03-13",9.627,-10.6529
"2021-03-14",7.597,-6.9749
"2021-03-15",-0.933,-8.906
"2021-03-16",6.323,-8.4359
"2021-03-17",8.096,-9.3909
"2021-03-18",6.476,0.3079
"2021-03-19",3.937,-2.5239
"2021-03-20",2.694,-7.0019
"2021-03-21",6.433,-10.0089
"2021-03-22",3.716,-4.6849
"2021-03-23",0.386,-7.0489
"2021-03-24",9.393,-7.625
"2021-03-25",4.91,-3.759
"2021-03-26",7.484,-6.381
"2021-03-27",15.235,-5.2189
"2021-03-28",13.51,-3.3299
"2021-03-29",11.363,-3.7269
"2021-03-30",8.031,-6.9479
"2021-03-31",15.084,-4.907
"2021-04-01",13.943,-2.9809
"2021-04-02",14.773,-2.0999
"2021-04-03",15.613,0.4149
"2021-04-04",14.337,1.1799
"2021-04-05",10.313,-2.2869
"2021-04-06",13.98,-3.318
"2021-04-07",10.989,-3.426
"2021-04-08",11.81,-4.71
"2021-04-09",13.381,-3.381
"2021-04-10",14.872,-3.3469
"2021-04-11",14.799,-3.0669
"2021-04-12",14.253,-3.2769
"2021-04-13",8.967,-3.298
"2021-04-14",4.903,-5.1529
"2021-04-15",8.932,-5.551
"2021-04-16",10.609,-3.4479
"2021-04-17",10.383,-3.0569
"2021-04-18",16.692,-2.9839
"2021-04-19",16.842,-0.9649
"2021-04-20",14.237,-1.5269
"2021-04-21",12.363,-1.9359
"2021-04-22",13.282,-2.4149
"2021-04-23",13.714,-1.5449
"2021-04-24",4.779,-0.0219
"2021-04-25",2.374,-5.782
"2021-04-26",4.069,-8.2379
"2021-04-27",7.556,-4.287
"2021-04-28",17.297,-3.753
"2021-04-29",23.492,0.8
"2021-04-30",20.475,2.978
"2021-05-01",16.372,1.045
"2021-05-02",12.829,-0.925
"2021-05-03",15.255,-1.731
"2021-05-04",18.919,-0.588
"2021-05-05",21.494,1.311
"2021-05-06",17.785,5.487
"2021-05-07",14.716,-0.999
"2021-05-08",14.682,-2.36
"2021-05-09",16.484,-1.209
"2021-05-10",15.799,-1.325
"2021-05-11",19.132,-0.784
"2021-05-12",20.087,1.354
"2021-05-13",21.827,2.085
"2021-05-14",20.848,1.447
"2021-05-15",14.215,-0.142
"2021-05-16",16.499,2.617
"2021-05-17",19.119,1.356
"2021-05-18",16.607,1.003
"2021-05-19",12.979,-0.137
"2021-05-20",2.629,-4.252
"2021-05-21",3.26,-3.517
"2021-05-22",7.036,-1.497
"2021-05-23",10.53,-0.388
"2021-05-24",15.847,-0.892
"2021-05-25",13.905,-0.219
"2021-05-26",18.543,-1.824
"2021-05-27",18.826,-0.949
"2021-05-28",20.938,1.521
"2021-05-29",21.64,4.078
"2021-05-30",23.291,3.611
"2021-05-31",25.155,4.552
"2021-06-01",27.392,6.506
"2021-06-02",27.834,7.69
"2021-06-03",27.979,7.104
"2021-06-04",26.095,6.2239
"2021-06-05",23.286,5.4349
"2021-06-06",20.588,4.3649
"2021-06-07",17.471,4.8369
"2021-06-08",11.966,2.148
"2021-06-09",10.667,-1.774
"2021-06-10",13.96,-3.401
"2021-06-11",17.295,0.521
"2021-06-12",21.689,4.538
"2021-06-13",21.796,5.702
"2021-06-14",17.722,8.163
"2021-06-15",21.758,3.584
"2021-06-16",26.923,3.223
"2021-06-17",29.835,5.7969
"2021-06-18",28.748,8.2349
"2021-06-19",28.624,9.0489
"2021-06-20",27.902,8.4329
"2021-06-21",25.979,7.5859
"2021-06-22",24.177,7.261
"2021-06-23",23.12,5.945
"2021-06-24",22.159,5.7379
"2021-06-25",25.06,5.8619
"2021-06-26",28.243,8.281
"2021-06-27",29.918,10.0249
"2021-06-28",31.058,10.753
"2021-06-29",29.654,10.234
"2021-06-30",27.3818,10.9611
"2021-07-01",27.0471,9.9674
"2021-07-02",28.2695,10.5884
"2021-07-03",28.3107,9.9843
"2021-07-04",25.8875,7.866
"2021-07-05",28.851,7.5984
"2021-07-06",28.672,9.5295
"2021-07-07",27.8223,9.3426
"2021-07-08",28.8051,9.4612
"2021-07-09",31.1757,11.4042
"2021-07-10",31.6126,13.1579
"2021-07-11",30.8994,12.2389
"2021-07-12",30.9875,12.1103
"2021-07-13",29.7068,12.3339
"2021-07-14",28.021,10.4556
"2021-07-15",24.7716,8.2391
"2021-07-16",24.9617,5.7911
"2021-07-17",26.8005,4.931
"2021-07-18",28.5365,9.3769
"2021-07-19",26.7254,11.3996
"2021-07-20",25.4632,9.8982
"2021-07-21",26.0829,9.4935
"2021-07-22",26.7918,8.5971
"2021-07-23",29.1832,8.805
"2021-07-24",30.5196,9.8981
"2021-07-25",29.5963,11.0329
"2021-07-26",28.8706,14.0733
"2021-07-27",23.5353,8.0811
"2021-07-28",27.413,7.3113
"2021-07-29",28.2041,9.4853
"2021-07-30",25.7687,12.4716
"2021-07-31",25.3177,11.5883
"2021-08-01",26.8138,9.4186
"2021-08-02",28.1339,9.3809
"2021-08-03",29.1333,9.9113
"2021-08-04",29.1237,9.5748
"2021-08-05",23.2221,7.0717
"2021-08-06",24.4858,5.9529
"2021-08-07",27.8109,7.3699
"2021-08-08",25.3841,7.5805
"2021-08-09",27.6076,6.7146
"2021-08-10",28.7655,9.2617
"2021-08-11",29.6638,9.7714
"2021-08-12",30.2291,10.2657
"2021-08-13",29.5674,12.2606
"2021-08-14",30.4627,13.383
"2021-08-15",31.1473,12.7708
"2021-08-16",30.7395,12.2684
"2021-08-17",24.3091,6.6165
"2021-08-18",17.308,3.0489
"2021-08-19",19.9332,2.6764
"2021-08-20",24.2544,4.6698
"2021-08-21",19.7833,4.7699
"2021-08-22",22.2695,3.1205
"2021-08-23",22.4375,5.1001
"2021-08-24",21.6915,6.5993
"2021-08-25",21.6698,4.8404
"2021-08-26",25.1532,3.6177
"2021-08-27",26.8323,5.3995
"2021-08-28",27.894,7.2337
"2021-08-29",27.7591,7.293
"2021-08-30",26.8033,7.6616
"2021-08-31",25.8647,7.7441
"2021-09-01",23.4162,5.4182
"2021-09-02",22.3858,3.4082
"2021-09-03",24.489,3.0388
"2021-09-04",26.4558,4.8286
"2021-09-05",28.2054,6.0087
"2021-09-06",28.6945,7.2396
"2021-09-07",29.9269,9.8454
"2021-09-08",29.056,8.7644
"2021-09-09",28.7901,10.1204
"2021-09-10",18.3646,5.9082
"2021-09-11",22.4462,5.243
"2021-09-12",23.4781,5.0381
"2021-09-13",24.6372,4.1491
"2021-09-14",26.1352,5.5873
"2021-09-15",24.9285,4.7553
"2021-09-16",22.6827,3.1853
"2021-09-17",22.4965,4.0659
"2021-09-18",16.9141,7.6135
"2021-09-19",15.1827,0.9274
"2021-09-20",18.127,0.1114
"2021-09-21",23.1649,2.4049
"2021-09-22",21.6556,3.4602
"2021-09-23",20.9891,3.0984
"2021-09-24",26.3064,4.353
"2021-09-25",23.0732,5.6157
"2021-09-26",22.0778,5.9893
"2021-09-27",18.0915,3.4755
"2021-09-28",12.5334,-1.9129
"2021-09-29",14.775,-2.6169
"2021-09-30",17.9718,-0.4375
"2021-10-01",20.0668,1.2948
"2021-10-02",21.1404,2.422
"2021-10-03",21.469,3.1741
"2021-10-04",19.7505,3.356
"2021-10-05",17.0511,2.8829
"2021-10-06",13.0581,6.5217
"2021-10-07",11.6051,4.7427
"2021-10-08",7.1592,-2.1011
"2021-10-09",9.9371,-4.1532
"2021-10-10",15.1153,-2.1687
"2021-10-11",4.7432,-3.9569
"2021-10-12",4.5375,-8.2297
"2021-10-13",9.0529,-3.1517
"2021-10-14",10.5151,-3.8487
"2021-10-15",17.2341,-2.4116
"2021-10-16",18.9404,0.3017
"2021-10-17",11.4045,-2.5927
"2021-10-18",3.281,-4.2355
"2021-10-19",8.9888,-3.7998
"2021-10-20",8.7216,2.6385
"2021-10-21",10.6993,6.0017
"2021-10-22",8.7616,0.3626
"2021-10-23",4.4371,-0.3117
"2021-10-24",6.4654,0.4792
"2021-10-25",2.9618,-2.2099
"2021-10-26",4.3514,-2.2067
"2021-10-27",11.4874,0.9034
"2021-10-28",14.8351,1.1478
"2021-10-29",15.0456,0.5865
"2021-10-30",11.7385,4.4962
"2021-10-31",10.0772,2.272
"2021-11-01",8.7815,2.8218
"2021-11-02",10.8628,0.4052
"2021-11-03",16.2107,0.362
"2021-11-04",10.2999,0.1888
"2021-11-05",11.6627,-0.195
"2021-11-06",5.4657,-0.228
"2021-11-07",5.8707,-3.3054
"2021-11-08",8.3199,-3.1476
"2021-11-09",5.6518,-0.2727
"2021-11-10",9.431,-0.307
"2021-11-11",14.1688,0.2777
"2021-11-12",17.3173,0.3129
"2021-11-13",15.7829,-0.0241
"2021-11-14",17.5222,1.5354
"2021-11-15",13.8646,2.1018
"2021-11-16",12.1425,-2.1535
"2021-11-17",10.2855,-3.7322
"2021-11-18",10.0463,2.6297
"2021-11-19",7.0361,-1.1891
"2021-11-20",6.0241,-3.0695
"2021-11-21",9.7374,-4.3788
"2021-11-22",12.1581,-4.389
"2021-11-23",8.0842,-6.42
"2021-11-24",5.6453,-7.6052
"2021-11-25",12.6968,-4.6289
"2021-11-26",14.5224,-0.7787
"2021-11-27",13.5381,-0.9095
"2021-11-28",16.1548,-0.0006
"2021-11-29",15.6379,-0.6446
"2021-11-30",15.5134,-1.7147
"2021-12-01",15.1909,-2.1363
"2021-12-02",15.209,-2.1189
"2021-12-03",14.5216,-2.0634
"2021-12-04",14.2177,-2.5883
"2021-12-05",12.2655,-3.1935
"2021-12-06",8.7172,-1.9538
"2021-12-07",5.1715,-1.6665
"2021-12-08",4.7873,-1.7279
"2021-12-09",2.2262,-9.9656
"2021-12-10",0.9574,-12.2151
"2021-12-11",2.7991,-7.2041
"2021-12-12",1.8402,-2.9774
"2021-12-13",0.746,-3.2393
"2021-12-14",0.2367,-12.155
"2021-12-15",-0.9705,-9.9324
"2021-12-16",1.1651,-12.6233
"2021-12-17",2.1805,-13.9179
"2021-12-18",4.589,-10.3756
"2021-12-19",5.4005,-7.3439
"2021-12-20",6.0069,-4.4655
"2021-12-21",7.9912,-4.726
"2021-12-22",3.4942,-1.2133
"2021-12-23",2.3423,-0.9397
"2021-12-24",0.2662,-3.9223
"2021-12-25",-2.8737,-7.0108
"2021-12-26",-5.58,-8.749
"2021-12-27",-4.4289,-7.3008
"2021-12-28",-2.9493,-8.0252
"2021-12-29",-1.5765,-7.235
"2021-12-30",-0.2143,-9.1101
"2021-12-31",-0.824,-16.263
