well_id,timestamp,welltop_to_water_cm,water_level_1_cm,water_level_2_cm,water_binary,logger?,soil moisture,notes,ground_to_water_cm,date
EFF-XA2N,8/6/21 8:18,-79.248,79.248,79.248,1,FALSE,,,,8/6/21
EWF-XA2S,8/6/21 8:19,,,,0,FALSE,,no water,,8/6/21
EWT-1,8/6/21 8:24,-207.264,207.264,207.264,1,FALSE,,,-142.764,8/6/21
EFT-XB6S,8/6/21 8:29,,,,0,FALSE,,no water,,8/6/21
EFF-XB7S,8/6/21 8:31,-136.2456,136.2456,136.2456,1,FALSE,"not saturated, soil moist",,-86.2456,8/6/21
EEF-1,8/6/21 8:34,-138.684,138.684,138.684,1,TRUE,,near bottom,,8/6/21
EET-1,8/6/21 8:37,,,,0,TRUE,,no water,,8/6/21
EHT-XC5S,8/6/21 8:38,,,,0,TRUE,,no water,,8/6/21
EET-XB4S,8/6/21 8:42,,,,0,FALSE,,no water,,8/6/21
EFR-XB2S,8/6/21 8:44,-153.924,153.924,153.924,1,FALSE,,,-57.024,8/6/21
EFR-XB1S,8/6/21 8:45,-142.0368,142.0368,142.0368,1,FALSE,,,,8/6/21
EHR-XB1N,8/6/21 8:46,-151.1808,151.1808,151.1808,1,FALSE,,,,8/6/21
EFR-XB2N,8/6/21 8:47,-69.1896,69.1896,69.1896,1,FALSE,,,,8/6/21
EFR-XB3N,8/6/21 8:48,-118.0592,117.9576,117.9576,1,FALSE,,,,8/6/21
EWR-XB4N,8/6/21 8:49,-93.1672,92.964,93.2688,1,FALSE,,,,8/6/21
LHT-1,8/6/21 9:20,-138.9888,138.9888,138.9888,1,FALSE,,near bottom,-92.2888,8/6/21
LET-1,8/6/21 9:22,-143.256,143.256,143.256,1,FALSE,,mud at bottom,-105.056,8/6/21
LWT-1,8/6/21 9:25,-124.3584,124.3584,124.3584,1,FALSE,,,-74.6584,8/6/21
KHT-XD6N,8/22/21 11:37,-231.3432,231.3432,231.3432,1,FALSE,,mud at bottom,,8/22/21
KER-XD5N,8/22/21 11:39,-148.7424,148.7424,148.7424,1,FALSE,,"wet mud, near bottom",-113.7424,8/22/21
KHR-1,8/22/21 11:40,-145.6944,145.6944,145.6944,1,FALSE,,mud at bottom,,8/22/21
KHR-XD1N,8/22/21 11:43,-128.016,128.016,128.016,1,FALSE,,,-53.616,8/22/21
KHR-XD1S,8/22/21 11:45,-128.3208,128.3208,128.3208,1,FALSE,,,,8/22/21
KWR-XE1N,8/22/21 11:51,-140.9192,140.8176,140.8176,1,FALSE,,"thalweg depth is 11.5 cm, between KWR-XE1N to KFR-XE1S - depth is 12-18.5 cm",-50.6192,8/22/21
KFR-XE1S,8/22/21 11:57,-128.4224,128.3208,128.3208,1,FALSE,,,,8/22/21
KFR-XE2S,8/22/21 11:58,-62.3824,62.1792,62.484,1,FALSE,"saturated soil, standing water",,,8/22/21
KER-XE3S,8/22/21 11:59,5.666666667,-5,-5,1,FALSE,,"5, 5, 7 cm above surface",5.666666667,8/22/21
KHT-XE4S,8/22/21 12:00,,,,0,FALSE,,"no water, mud at bottom",,8/22/21
KHT-XE5S,8/22/21 12:03,-125.5776,125.5776,125.5776,1,FALSE,,grasshoppers,-89.2276,8/22/21
KET-1,8/22/21 12:07,-87.7824,87.7824,87.7824,1,TRUE,,grasshoppers,-38.2824,8/22/21
KHT-XE6S,8/22/21 12:05,-138.0744,138.0744,138.0744,1,TRUE,,grasshoppers,-87.1494,8/22/21
KWT-1,8/22/21 12:11,,,,0,TRUE,,"no water, increase height of well",,8/22/21
KEF-1,8/22/21 12:27,-57.3024,57.3024,57.3024,1,TRUE,soil saturated,water at surface within 2 m distance,-6.3024,8/22/21
KHF-1,8/22/21 12:29,-121.412,121.3104,121.3104,1,TRUE,,grasshopper and butterfly,-121.412,8/22/21
KWF-1,8/22/21 12:31,-147.2184,147.2184,147.2184,1,FALSE,,mud at or near bottom,,8/22/21
KWR-1,8/22/21 12:36,-103.4288,103.3272,103.3272,1,FALSE,,"wet mud, near bottom",-32.0888,8/22/21
EHR-1,8/22/21 9:24,-114.9096,114.9096,114.9096,1,FALSE,,,-59.3096,8/22/21
EER-1,8/22/21 9:26,-122.7328,122.5296,122.8344,1,FALSE,,,-44.2328,8/22/21
EWR-1,8/22/21 9:28,-115.5192,115.5192,115.5192,1,FALSE,,,-24.2192,8/22/21
EFF-XA1N,8/22/21 9:35,-78.1304,78.0288,78.0288,1,FALSE,,,,8/22/21
EFF-XA2N,8/22/21 9:35,-148.7424,148.7424,148.7424,1,FALSE,,,,8/22/21
EWT-1,8/22/21 9:39,-210.312,210.312,210.312,1,TRUE,,"near bottom, needs more bentonite",-145.812,8/22/21
EFF-XB7S,8/22/21 9:48,-140.8176,140.8176,140.8176,1,FALSE,slightly moist,,-90.8176,8/22/21
EEF-1,8/22/21 9:51,-138.9888,138.9888,138.9888,1,TRUE,,mud at bottom,,8/22/21
EHT-XA5S,8/22/21 9:40,,,,0,FALSE,,"no water, moist at bottom",,8/22/21
EFR-XB2S,8/22/21 10:03,,,,0,FALSE,,no water,,8/22/21
EFR-XB1S,8/22/21 10:05,-143.0528,142.9512,142.9512,1,FALSE,,,,8/22/21
EHR-XB1N,8/22/21 10:07,-145.796,145.6944,145.6944,1,FALSE,,,,8/22/21
EFR-XB2N,8/22/21 10:08,-66.2432,66.1416,66.1416,1,FALSE,,,,8/22/21
EFR-XB3N,8/22/21 10:09,-112.3696,112.1664,112.4712,1,FALSE,,,,8/22/21
EWR-XB4N,8/22/21 10:10,-90.8304,90.8304,90.8304,1,FALSE,,,,8/22/21
LHT-1,8/22/21 13:31,-144.4752,144.4752,144.4752,1,FALSE,,mud at bottom,-97.7752,8/22/21
LET-1,8/22/21 13:32,-144.78,144.78,144.78,1,FALSE,,wet mud near bottom,-106.58,8/22/21
LWT-1,8/22/21 13:34,-128.016,128.016,128.016,1,FALSE,,,-78.316,8/22/21
EET-XB4S,8/22/21 10:02,,,,0,FALSE,,no water,,8/22/21
KHT-XD6N,9/8/21 7:29,-232.2576,232.2576,232.2576,1,FALSE,dry,mud at bottom,,9/8/21
KER-XD5N,9/8/21 7:33,-149.9616,149.9616,149.9616,1,TRUE,dry,mud at bottom,-114.9616,9/8/21
KHR-1,9/8/21 7:35,-144.5768,144.4752,144.4752,1,FALSE,dry,near bottom,,9/8/21
KHR-XD1N,9/8/21 7:39,-128.016,128.016,128.016,1,TRUE,dry,,-53.616,9/8/21
KHR-XD1S,9/8/21 7:42,-128.016,128.016,128.016,1,TRUE,dry,,,9/8/21
KWR-XE1N,9/8/21 7:49,-140.3096,140.208,140.208,1,FALSE,dry,,-50.0096,9/8/21
KFR-XE1S,9/8/21 7:52,-128.4224,128.3208,128.3208,1,FALSE,dry,,,9/8/21
KFR-XE2S,9/8/21 7:54,-60.96,60.96,60.96,1,FALSE,"saturated, water",,,9/8/21
KER-XE3S,9/8/21 7:57,8.333333333,-8,-8.5,1,FALSE,standing water,"8 cm, 8.5 cm, 8.5 cm",8.333333333,9/8/21
KHT-XE5S,9/8/21 8:00,-121.8184,121.6152,121.92,1,TRUE,dry,,-85.4684,9/8/21
KET-1,9/8/21 8:07,-83.82,83.82,83.82,1,FALSE,dry,,-34.32,9/8/21
KHT-XE6S,9/8/21 8:04,-139.9032,139.9032,139.9032,1,TRUE,dry,,-88.9782,9/8/21
KEF-1,9/8/21 8:19,-56.6928,56.6928,56.6928,1,TRUE,,,-5.6928,9/8/21
KHF-1,9/8/21 8:21,-125.5776,125.5776,125.5776,1,TRUE,dry,,-125.5776,9/8/21
KWF-1,9/8/21 8:24,-145.6944,145.6944,145.6944,1,FALSE,,,,9/8/21
KWR-1,9/8/21 8:28,-104.2416,104.2416,104.2416,1,FALSE,dry,,-32.9016,9/8/21
EHR-1,9/8/21 8:53,-115.5192,115.5192,115.5192,1,FALSE,dry,,-59.9192,9/8/21
EER-1,9/8/21 8:55,-122.2248,122.2248,122.2248,1,FALSE,dry,,-43.7248,9/8/21
EWR-1,9/8/21 8:57,-117.0432,117.0432,117.0432,1,FALSE,dry,,-25.7432,9/8/21
EFF-XA2N,9/8/21 9:02,-79.248,79.248,79.248,1,FALSE,dry,,,9/8/21
EFF-XA1N,9/8/21 9:04,-152.0952,152.0952,152.0952,1,FALSE,dry,mud near bottom,,9/8/21
EWT-1,9/8/21 9:08,-207.8736,207.8736,207.8736,1,TRUE,dry,,-143.3736,9/8/21
EFF-XB7S,9/8/21 9:15,-147.5232,147.5232,147.5232,1,FALSE,dry,,-97.5232,9/8/21
EEF-1,9/8/21 9:17,-143.1544,142.9512,143.256,1,FALSE,dry,"at bottom mud, no water",,9/8/21
EFR-XB1S,9/8/21 9:22,-141.732,141.732,141.732,1,FALSE,dry,,,9/8/21
EHR-XB1N,9/8/21 9:24,-146.1008,145.9992,145.9992,1,FALSE,dry,,,9/8/21
EFR-XB2N,9/8/21 9:25,-68.3768,68.2752,68.2752,1,TRUE,dry,,,9/8/21
EFR-XB3N,9/8/21 9:27,-116.4336,116.4336,116.4336,1,TRUE,dry,,,9/8/21
EWR-XB4N,9/8/21 9:28,-93.8784,93.8784,93.8784,1,TRUE,dry,,,9/8/21
LHT-1,9/8/21 10:08,-140.5128,140.5128,140.5128,1,FALSE,dry,mud near bottom,-93.8128,9/8/21
LET-1,9/8/21 10:10,-144.78,144.78,144.78,1,FALSE,dry,mud near bottom,-106.58,9/8/21
LWT-1,9/8/21 10:12,-129.54,129.54,129.54,1,FALSE,dry,,-79.84,9/8/21
KHT-XE4S,9/8/21 7:58,-143.256,143.256,143.256,1,FALSE,dry,"at bottom, clear water reading",-66.756,9/8/21
KHT-XD6N,9/24/21 8:16,-233.172,233.172,233.172,1,FALSE,,"mud, not at bottom",,9/24/21
KER-XD5N,9/24/21 8:21,-149.6568,149.6568,149.6568,1,FALSE,,frost,-114.6568,9/24/21
KHR-1,9/24/21 8:23,-145.6944,145.6944,145.6944,1,FALSE,,"frost, mud at bottom",,9/24/21
KHR-XD1N,9/24/21 8:24,-127.1016,127.1016,127.1016,1,FALSE,,frost,-52.7016,9/24/21
KHR-XD1S,9/24/21 8:26,-126.7968,126.7968,126.7968,1,FALSE,,frost,,9/24/21
KWR-XE1N,9/24/21 8:33,-139.2936,139.2936,139.2936,1,FALSE,,frost,-48.9936,9/24/21
KFR-XE1S,9/24/21 8:35,-126.7968,126.7968,126.7968,1,FALSE,,frost,,9/24/21
KFR-XE2S,9/24/21 8:36,-61.5696,61.5696,61.5696,1,FALSE,"saturated, standing water",,,9/24/21
KER-XE3S,9/24/21 8:38,7.166666667,-9.5,-4,1,FALSE,standing water,"9.5, 4, 8 cm",7.166666667,9/24/21
KET-1,9/24/21 8:46,-78.6384,78.6384,78.6384,1,FALSE,dry,,-29.1384,9/24/21
KHT-XE6S,9/24/21 8:45,-114.9096,114.9096,114.9096,1,FALSE,dry,,-63.9846,9/24/21
KEF-1,9/24/21 8:59,-55.7784,55.7784,55.7784,1,FALSE,saturated,,-4.7784,9/24/21
KHF-1,9/24/21 9:01,-96.3168,96.3168,96.3168,1,FALSE,dry,,-96.3168,9/24/21
KHT-XE5S,9/24/21 8:41,-96.4184,96.3168,96.3168,1,FALSE,dry,,-60.0684,9/24/21
KWF-1,9/24/21 9:03,-88.392,88.392,88.392,1,FALSE,dry,,,9/24/21
KWR-1,9/24/21 9:07,-104.2416,104.2416,104.2416,1,FALSE,dry,,-32.9016,9/24/21
EHR-1,9/24/21 9:26,-115.0112,114.9096,114.9096,1,FALSE,dry,,-59.4112,9/24/21
EER-1,9/24/21 9:28,-118.2624,118.2624,118.2624,1,TRUE,dry,,-39.7624,9/24/21
EWR-1,9/24/21 9:29,-115.2144,115.2144,115.2144,1,FALSE,dry,,-23.9144,9/24/21
EFF-XA2N,9/24/21 9:34,-72.5424,72.5424,72.5424,1,FALSE,dry,,,9/24/21
EFF-XA1N,9/24/21 9:35,-149.352,149.352,149.352,1,FALSE,dry,"mud, not bottom",,9/24/21
EWT-1,9/24/21 9:40,-188.976,188.976,188.976,1,FALSE,dry,,-124.476,9/24/21
EFF-XB7S,9/24/21 9:46,-131.6736,131.6736,131.6736,1,FALSE,dry,,-81.6736,9/24/21
EEF-1,9/24/21 9:47,-142.8496,142.6464,142.9512,1,FALSE,dry,"mud at bottom, not soppy mud",,9/24/21
EFR-XB1S,9/24/21 9:53,-141.1224,141.1224,141.1224,1,FALSE,dry,,,9/24/21
EHR-XB1N,9/24/21 17:21,-142.3416,142.3416,142.3416,1,TRUE,dry,,,9/24/21
EFR-XB2N,9/24/21 17:20,-98.7552,98.7552,98.7552,1,TRUE,dry,,,9/24/21
EFR-XB3N,9/24/21 17:19,-94.7928,94.7928,94.7928,1,TRUE,dry,,,9/24/21
LHT-1,9/24/21 10:27,-140.8176,140.8176,140.8176,1,FALSE,dry,mud near bottom,-94.1176,9/24/21
LET-1,9/24/21 10:28,-145.0848,145.0848,145.0848,1,FALSE,dry,mud near bottom,-106.8848,9/24/21
LWT-1,9/24/21 10:30,-125.8824,125.8824,125.8824,1,FALSE,dry,,-76.1824,9/24/21
KHT-XE4S,9/24/21 8:40,,,,0,FALSE,dry,no water,,9/24/21
EWR-XB4N,9/24/21 17:18,-99.06,99.06,99.06,1,TRUE,dry,,,9/24/21
EET-XB4S,9/24/21 9:51,-153.0096,153.0096,153.0096,1,FALSE,dry,mud at bottom,,9/24/21
EER-1,9/24/21 17:23,-124.0536,124.0536,124.0536,1,TRUE,,repeat from AM,-45.5536,9/24/21
LHT-1,10/6/21 8:00,-145.0848,145.0848,145.0848,1,FALSE,,mud at bottom,-98.3848,10/6/21
LET-1,10/6/21 8:03,-145.0848,145.0848,145.0848,1,FALSE,,mud at bottom,-106.8848,10/6/21
LWT-1,10/6/21 8:05,-95.4024,95.4024,95.4024,1,FALSE,,,-45.7024,10/6/21
EHR-1,10/6/21 8:41,-112.776,112.776,112.776,1,FALSE,,,-57.176,10/6/21
EER-1,10/6/21 8:43,-114.0968,113.9952,113.9952,1,TRUE,"slight moist, dew?",thick thatch,-35.5968,10/6/21
EWR-1,10/6/21 8:45,-113.3856,113.3856,113.3856,1,FALSE,,need top pipe collar,-22.0856,10/6/21
EFF-XA2N,10/6/21 9:24,-67.97,67.93666667,67.93666667,1,FALSE,,switched to homemade meter for the rest of 10/06 readings,,10/6/21
EFF-XA1N,10/6/21 9:26,-149.4366667,149.4366667,149.4366667,1,FALSE,,mud at bottom,,10/6/21
EWT-1,10/6/21 9:32,-177.77,177.7366667,177.7366667,1,TRUE,,,-113.27,10/6/21
EFF-XB7S,10/6/21 9:39,-70.77,70.63666667,70.83666667,1,FALSE,,,-20.77,10/6/21
EEF-1,10/6/21 9:40,,,,0,FALSE,,no water,,10/6/21
EFR-XB1S,10/6/21 9:45,-138.6366667,138.6366667,138.6366667,1,FALSE,,,,10/6/21
EHR-XB1N,10/6/21 9:53,,,,0,FALSE,,"no water, may have hit logger?",,10/6/21
EFR-XB2N,10/6/21 9:54,-61.63666667,61.63666667,61.63666667,1,FALSE,,,,10/6/21
EFR-XB3N,10/6/21 9:56,-85.73666667,85.73666667,85.73666667,1,FALSE,,,,10/6/21
EWR-XB4N,10/6/21 9:57,-84.23666667,84.23666667,84.23666667,1,FALSE,,,,10/6/21
EET-XB4S,10/6/21 9:46,-143.7366667,143.7366667,143.7366667,1,FALSE,,,,10/6/21
EFR-XB3S,10/6/21 9:47,,,,0,FALSE,,no water,,10/6/21
KHT-XD6N,10/6/21 10:19,-227.5366667,227.5366667,227.5366667,1,FALSE,,mud at bottom,,10/6/21
KER-XD5N,10/6/21 10:24,-145.9033333,145.8366667,145.9366667,1,TRUE,,,-110.9033333,10/6/21
KHR-1,10/6/21 10:26,,,,0,FALSE,,no water,,10/6/21
KHR-XD1N,10/6/21 10:28,-125.8366667,125.8366667,125.8366667,1,FALSE,,,-51.4366667,10/6/21
KHR-XD1S,10/6/21 10:29,-125.0366667,125.0366667,125.0366667,1,FALSE,,,,10/6/21
KWR-XE1N,10/6/21 10:37,-137.1366667,137.1366667,137.1366667,1,FALSE,,max depth at creek thalweg perpendicular to cross section = 13.5 cm,-46.8366667,10/6/21
KFR-XE1S,10/6/21 10:48,-121.0033333,120.9366667,121.0366667,1,FALSE,,,,10/6/21
KER-XE3S,10/6/21 10:45,7.366666667,-9.5,-6.8,1,FALSE,standing water,"9.5, 6.8, 5.8 CM",7.366666667,10/6/21
KHT-XE4S,10/6/21 10:44,-130.3366667,130.3366667,130.3366667,1,FALSE,,,-53.8366667,10/6/21
KHT-XE5S,10/6/21 10:47,-93.53666667,93.73666667,93.43666667,1,FALSE,dry,,-57.18666667,10/6/21
KET-1,10/6/21 10:50,-78.33666667,78.13666667,78.43666667,1,FALSE,dry,,-28.83666667,10/6/21
KHT-XE6S,10/6/21 10:49,-107.3366667,107.3366667,107.3366667,1,FALSE,dry,,-56.4116667,10/6/21
KEF-1,10/6/21 11:14,-56.23666667,56.23666667,56.23666667,1,FALSE,"saturated, even surface",,-5.23666667,10/6/21
KWF-1,10/6/21 11:11,-91.93666667,91.93666667,91.93666667,1,FALSE,,,,10/6/21
KHF-1,10/6/21 11:13,-91.33666667,91.33666667,91.33666667,1,FALSE,dry,,-91.33666667,10/6/21
KFR-XE2S,10/6/21 10:41,-60.87,60.83666667,60.83666667,1,FALSE,"saturated, ponded water",,,10/6/21
KWR-1,10/6/21 11:07,-102.8366667,102.8366667,102.8366667,1,FALSE,,,-31.4966667,10/6/21
KWT-1,10/6/21 10:53,,,,0,FALSE,,no water,,10/6/21
KHT-XD6N,11/14/21 7:25,-57.8104,57.6072,57.912,1,FALSE,,,,11/14/21
KER-XD5N,11/14/21 7:27,-45.72,45.72,45.72,1,FALSE,,,-10.72,11/14/21
KHR-1,11/14/21 8:50,-63.2968,63.0936,63.3984,1,FALSE,,,,11/14/21
KHR-XD1N,11/14/21 7:32,-118.7704,118.5672,118.872,1,FALSE,,,-44.3704,11/14/21
KER-1,11/14/21 7:35,-94.488,94.488,94.488,1,FALSE,,,,11/14/21
KWR-XE1N,11/14/21 7:44,-126.7968,126.7968,126.7968,1,FALSE,,,-36.4968,11/14/21
KFR-XE1S,11/14/21 7:46,-120.396,120.396,120.396,1,FALSE,,,,11/14/21
KFR-XE2S,11/14/21 7:47,-60.6552,60.6552,60.6552,1,FALSE,,,,11/14/21
KER-XE3S,11/14/21 7:48,6.2,-5,-6.8,1,FALSE,standing water,"5, 6.8, 6.8 cm ",6.2,11/14/21
KHT-XE4S,11/14/21 7:50,-80.3656,80.1624,80.4672,1,FALSE,,,-3.8656,11/14/21
KHT-XE5S,11/14/21 7:51,,,,0,FALSE,,no entry,,11/14/21
KET-1,11/14/21 7:57,-51.6128,51.5112,51.5112,1,FALSE,,,-2.1128,11/14/21
KHT-XE6S,11/14/21 7:56,-47.0408,46.9392,46.9392,1,FALSE,,,3.8842,11/14/21
KFF-XE8S,11/14/21 8:02,-54.1528,53.9496,54.2544,1,FALSE,,,-54.1528,11/14/21
KWT-1,11/14/21 8:07,-29.05125,29.05125,29.05125,1,FALSE,,barometer might have been in water,-22.25125,11/14/21
KFF-XD6S,11/14/21 8:14,-82.1944,81.9912,82.296,1,FALSE,,,,11/14/21
KHT-XD3S,11/14/21 8:17,-93.5736,93.5736,93.5736,1,FALSE,,,,11/14/21
KHF-XD4S,11/14/21 8:16,-87.6808,87.4776,87.7824,1,FALSE,,,-21.5808,11/14/21
LHT-1,11/14/21 8:40,-62.992,62.7888,63.0936,1,FALSE,,,-16.292,11/14/21
LET-1,11/14/21 8:45,-52.6288,52.4256,52.7304,1,FALSE,,sedges frozen to ground,-14.4288,11/14/21
LWT-1,11/14/21 8:46,-76.2,76.2,76.2,1,FALSE,,,-26.5,11/14/21
EHR-1,11/14/21 9:05,-84.1248,84.1248,84.1248,1,FALSE,,,-28.5248,11/14/21
EER-1,11/14/21 9:07,-95.504,95.4024,95.4024,1,FALSE,,,-17.004,11/14/21
EWR-1,11/14/21 9:09,-92.8624,92.6592,92.964,1,FALSE,,,-1.5624,11/14/21
EFF-XA1N,11/14/21 9:25,-127.3048,127.4064,127.4064,1,FALSE,,,,11/14/21
EFF-XA2N,11/14/21 9:23,-53.6448,53.6448,53.6448,1,FALSE,,,,11/14/21
EWF-XA2S,11/14/21 9:31,-99.6696,99.6696,99.6696,1,FALSE,,,-11.3696,11/14/21
EHF-XA3S,11/14/21 9:32,-63.3984,63.3984,63.3984,1,FALSE,,,-3.7484,11/14/21
EHT-XA5S,11/14/21 9:36,-28.59024,28.59024,28.59024,1,FALSE,,,-2.56524,11/14/21
EET-2,11/14/21 9:40,-10.78992,10.78992,10.78992,1,FALSE,,,2.03508,11/14/21
EHT-XB5S,11/14/21 9:41,-21.57984,21.57984,21.57984,1,FALSE,water at surface,,0.62016,11/14/21
EFT-XB6S,11/14/21 9:48,-36.576,36.576,36.576,1,FALSE,,,,11/14/21
EFF-XB7S,11/14/21 9:50,-62.0776,61.8744,62.1792,1,FALSE,,,-12.0776,11/14/21
EEF-1,11/14/21 9:52,-67.056,67.056,67.056,1,FALSE,,,,11/14/21
EET-1,11/14/21 9:59,-72.5424,72.5424,72.5424,1,FALSE,,,-13.5424,11/14/21
EFR-XB3S,11/14/21 10:07,-113.0808,113.0808,113.0808,1,FALSE,,,-26.1808,11/14/21
EFR-XB2S,11/14/21 10:08,-130.1496,130.1496,130.1496,1,FALSE,,,-33.2496,11/14/21
EHR-XB1N,11/14/21 10:11,-118.6688,118.5672,118.5672,1,FALSE,,,,11/14/21
EFR-XB2N,11/14/21 10:12,-55.5752,55.4736,55.4736,1,FALSE,,,,11/14/21
EFR-XB3N,11/14/21 10:13,-80.772,80.772,80.772,1,FALSE,,,,11/14/21
EWR-XB4N,11/14/21 10:14,-54.7624,54.5592,54.864,1,FALSE,,,,11/14/21
EHT-XC5S,11/14/21 9:56,-98.8568,98.7552,98.7552,1,FALSE,,,,11/14/21
EWT-1,11/14/21 9:38,-75.5904,75.5904,75.5904,1,FALSE,,,-11.0904,11/14/21
KHR-XD1S,11/14/21 8:18,-117.9576,117.9576,117.9576,1,FALSE,,,,11/14/21
KEF-1,11/14/21 8:28,-51.816,51.816,51.816,1,FALSE,,,-0.816,11/14/21
KHF-1,11/14/21 8:25,-42.0624,42.0624,42.0624,1,FALSE,,,-42.0624,11/14/21
KWF-1,11/14/21 8:33,-70.7136,70.7136,70.7136,1,FALSE,,"hole needs backfill, -2 cm from ground surface",,11/14/21
KWR-1,11/14/21 8:38,-85.9536,85.9536,85.9536,1,FALSE,,,-14.6136,11/14/21
EET-XB4S,11/14/21 10:06,-84.1248,84.1248,84.1248,1,FALSE,,,,11/14/21
EFR-XB1S,11/14/21 10:09,-132.588,132.588,132.588,1,FALSE,,,,11/14/21
