meter_id,well_id,timestamp,welltop_to_water_cm,water_binary,welltop_to_ground_cm,total_well_length_cm,ground_elevation_m,welltop_elevation_m,offset_date,offset_cm,std_dev_cm,ground_to_water_cm
nw,EHT-XC6S,6/18/18 8:42,NA,0,33.9725,152.0825,NA,NA,10/13/20,0,NA,-118.11
v1,EWF-XA2S,6/1/18 6:24,102.235,1,95.0645,148.86,1930.0815,1931.084,6/1/18,3.45875,NA,-10.62925
v1,EWF-XA2S,6/18/18 8:10,111.76,1,95.0645,148.86,1930.0815,1931.084,6/1/18,3.45875,NA,-20.15425
v1,EWF-XA2S,6/30/18 8:40,131.8683333,1,95.0645,148.86,1930.0815,1931.084,6/1/18,3.45875,NA,-40.26258333
v2,EWF-XA2S,7/16/18 8:16,143.8666667,1,95.0645,148.86,1930.0815,1931.084,7/15/18,4.595,0.211448638,-53.39716667
nw,EWF-XA2S,7/25/18 7:42,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
nw,EWF-XA2S,8/10/18 6:48,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
nw,EWF-XA2S,8/24/18 8:18,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
nw,EWF-XA2S,9/16/18 7:42,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
nw,EWF-XA2S,9/29/18 9:02,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
v3,EWF-XA2S,11/18/18 14:20,124.0333333,1,95.0645,148.86,1930.0815,1931.084,8/24/18,3.6,0.322748612,-32.56883333
nw,EWF-XA2S,6/2/19 11:55,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
v3,EWF-XA2S,6/18/19 8:04,109,1,95.0645,148.86,1930.0815,1931.084,8/24/18,3.6,0.322748612,-17.5355
v5,EWF-XA2S,7/6/19 8:40,113.2333333,1,95.0645,148.86,1930.0815,1931.084,7/6/19,3.45875,NA,-21.62758333
v.070919,EWF-XA2S,7/26/19 7:35,138.8,1,95.0645,148.86,1930.0815,1931.084,10/17/20,3.04,0.466535285,-46.7755
bamboo speaker wire,EWF-XA2S,8/5/19 6:58,NA,0,95.0645,148.86,1930.0815,1931.084,9/2/19,2.65,0.744983221,-53.7955
nw,EWF-XA2S,9/21/19 10:41,NA,0,95.0645,148.86,1930.0815,1931.084,10/13/20,0,NA,-53.7955
v6,EWF-XA2S,10/5/19 7:30,136.3666667,1,95.0645,148.86,1930.0815,1931.084,9/2/19,2.99,0.555443284,-44.29216667
v6,EWF-XA2S,10/21/19 2:27,126.5,1,95.0645,148.86,1930.0815,1931.084,9/2/19,2.99,0.555443284,-34.4255
v1,EWR-1,6/1/18 6:10,92.3925,1,90.4248,131.5,NA,NA,6/1/18,3.45875,NA,-5.42645
v1,EWR-1,6/18/18 7:26,98.21333333,1,90.4248,131.5,NA,NA,6/1/18,3.45875,NA,-11.24728333
v1,EWR-1,6/30/18 8:25,105.7275,1,90.4248,131.5,NA,NA,6/1/18,3.45875,NA,-18.76145
v2,EWR-1,7/16/18 8:01,106.8333333,1,90.4248,131.5,NA,NA,7/15/18,4.595,0.211448638,-21.00353333
v2,EWR-1,7/25/18 7:28,108.3333333,1,90.4248,131.5,NA,NA,7/15/18,4.595,0.211448638,-22.50353333
v3,EWR-1,8/10/18 6:37,111.8333333,1,90.4248,131.5,NA,NA,8/24/18,3.6,0.322748612,-25.00853333
v3,EWR-1,8/24/18 8:04,110.5,1,90.4248,131.5,NA,NA,8/24/18,3.6,0.322748612,-23.6752
v3,EWR-1,9/16/18 7:30,109.4333333,1,90.4248,131.5,NA,NA,8/24/18,3.6,0.322748612,-22.60853333
v3,EWR-1,9/29/18 8:29,107,1,90.4248,131.5,NA,NA,8/24/18,3.6,0.322748612,-20.1752
v3,EWR-1,11/18/18 14:04,102.4333333,1,90.4248,131.5,NA,NA,8/24/18,3.6,0.322748612,-15.60853333
nm,EWR-1,6/2/19 8:14,72.83333333,1,90.4248,131.5,NA,NA,10/8/20,0,NA,17.59146667
nm,EWR-1,6/18/19 7:40,79.76666667,1,90.4248,131.5,NA,NA,10/8/20,0,NA,10.65813333
v5,EWR-1,7/6/19 8:21,85.5,1,90.4248,131.5,NA,NA,7/6/19,3.45875,NA,1.46605
v.070919,EWR-1,7/26/19 7:32,105.1,1,90.4248,131.5,NA,NA,10/17/20,3.04,0.466535285,-17.7152
bamboo speaker wire,EWR-1,8/5/19 6:44,107.6666667,1,90.4248,131.5,NA,NA,9/2/19,2.65,0.744983221,-19.89186667
v6,EWR-1,8/20/19 8:53,109,1,90.4248,131.5,NA,NA,9/2/19,2.99,0.555443284,-21.5652
v6,EWR-1,9/3/19 8:47,108.9,1,90.4248,131.5,NA,NA,9/2/19,2.99,0.555443284,-21.4652
v6,EWR-1,9/21/19 9:26,105.6666667,1,90.4248,131.5,NA,NA,9/2/19,2.99,0.555443284,-18.23186667
v6,EWR-1,10/5/19 7:06,103.6333333,1,90.4248,131.5,NA,NA,9/2/19,2.99,0.555443284,-16.19853333
v6,EWR-1,10/20/19 14:17,101,1,90.4248,131.5,NA,NA,9/2/19,2.99,0.555443284,-13.5652
v2,EWR-XB4N,7/16/18 9:24,76.63333333,1,43.6,154.8,1932.6131,NA,7/15/18,4.595,0.211448638,-37.62833333
v2,EWR-XB4N,7/25/18 8:55,77.1,1,43.6,154.8,1932.6131,NA,7/15/18,4.595,0.211448638,-38.095
v5,EWR-XB4N,7/6/19 9:28,67.23333333,1,43.6,154.8,1932.6131,NA,7/6/19,3.45875,NA,-27.09208333
v.070919,EWR-XB4N,7/26/19 13:09,77.36666667,1,43.6,154.8,1932.6131,NA,10/17/20,3.04,0.466535285,-36.80666667
v6,EWR-XB4N,9/3/19 9:31,76.8,1,43.6,154.8,1932.6131,NA,9/2/19,2.99,0.555443284,-36.19
v6,EWR-XB4N,10/20/19 14:08,66.2,1,43.6,154.8,1932.6131,NA,9/2/19,2.99,0.555443284,-25.59
v1,EWT-1,6/1/18 6:50,89.51383333,1,56.973,150.36,1935.263,1935.791,6/1/18,3.45875,NA,-35.99958333
v1,EWT-1,6/18/18 8:19,128.5875,1,56.973,150.36,1935.263,1935.791,6/1/18,3.45875,NA,-75.07325
v1,EWT-1,6/30/18 8:50,145.0975,1,56.973,150.36,1935.263,1935.791,6/1/18,3.45875,NA,-91.58325
v2,EWT-1,7/16/18 8:29,147.8333333,1,56.973,150.36,1935.263,1935.791,7/15/18,4.595,0.211448638,-95.45533333
v2,EWT-1,7/25/18 8:00,148,1,56.973,150.36,1935.263,1935.791,7/15/18,4.595,0.211448638,-95.622
v3,EWT-1,8/10/18 6:56,148.4666667,1,56.973,150.36,1935.263,1935.791,8/24/18,3.6,0.322748612,-95.09366667
nw,EWT-1,8/24/18 8:27,NA,0,56.973,150.36,1935.263,1935.791,10/13/20,0,NA,-93.387
nw,EWT-1,9/16/18 7:48,NA,0,56.973,150.36,1935.263,1935.791,10/13/20,0,NA,-93.387
nw,EWT-1,9/29/18 9:05,NA,0,56.973,150.36,1935.263,1935.791,10/13/20,0,NA,-93.387
v3,EWT-1,11/18/18 14:28,102.3666667,1,56.973,150.36,1935.263,1935.791,8/24/18,3.6,0.322748612,-48.99366667
nm,EWT-1,6/2/19 10:20,21.56666667,1,56.973,150.36,1935.263,1935.791,10/8/20,0,NA,35.40633333
nw,EWT-1,6/18/19 8:30,NA,0,56.973,150.36,1935.263,1935.791,10/13/20,0,NA,-93.387
v5,EWT-1,7/6/19 8:52,130.575,1,56.973,150.36,1935.263,1935.791,7/6/19,3.45875,NA,-77.06075
v.070919,EWT-1,7/26/19 11:48,147.5,1,56.973,150.36,1935.263,1935.791,10/17/20,3.04,0.466535285,-93.567
bamboo speaker wire,EWT-1,8/5/19 7:03,147.3666667,1,56.973,150.36,1935.263,1935.791,9/2/19,2.65,0.744983221,-93.04366667
nw,EWT-1,8/20/19 9:04,NA,0,56.973,150.36,1935.263,1935.791,10/13/20,0,NA,-93.387
v6,EWT-1,9/21/19 9:44,127.7666667,1,56.973,150.36,1935.263,1935.791,9/2/19,2.99,0.555443284,-73.78366667
v6,EWT-1,10/5/19 7:24,113.6,1,56.973,150.36,1935.263,1935.791,9/2/19,2.99,0.555443284,-59.617
v6,EWT-1,10/20/19 14:37,107.4666667,1,56.973,150.36,1935.263,1935.791,9/2/19,2.99,0.555443284,-53.48366667
v1,KEF-1,7/1/18 8:14,55.03333333,1,50.8,154.8,NA,NA,6/1/18,3.45875,NA,-7.692083333
v2,KEF-1,7/17/18 8:38,55.63333333,1,50.8,154.8,NA,NA,7/15/18,4.595,0.211448638,-9.428333333
v2,KEF-1,7/27/18 8:44,54.36666667,1,50.8,154.8,NA,NA,7/15/18,4.595,0.211448638,-8.161666667
v3,KEF-1,8/10/18 8:50,52.16666667,1,50.8,154.8,NA,NA,8/24/18,3.6,0.322748612,-4.966666667
v3,KEF-1,8/25/18 8:33,52.4,1,50.8,154.8,NA,NA,8/24/18,3.6,0.322748612,-5.2
v3,KEF-1,9/16/18 14:08,56.76666667,1,50.8,154.8,NA,NA,8/24/18,3.6,0.322748612,-9.566666667
v3,KEF-1,10/1/18 8:51,53.36666667,1,50.8,154.8,NA,NA,8/24/18,3.6,0.322748612,-6.166666667
v3,KEF-1,10/14/18 8:55,53.16666667,1,50.8,154.8,NA,NA,8/24/18,3.6,0.322748612,-5.966666667
nw,KEF-1,11/18/18 15:26,NA,0,50.8,154.8,NA,NA,10/13/20,0,NA,-104
nm,KEF-1,6/3/19 12:50,51.13333333,1,50.8,154.8,NA,NA,10/8/20,0,NA,-0.333333333
v4,KEF-1,6/17/19 7:19,55,1,50.8,154.8,NA,NA,6/18/19,3.45875,NA,-7.65875
v5,KEF-1,7/5/19 8:37,50.3,1,50.8,154.8,NA,NA,7/6/19,3.45875,NA,-2.95875
v.070919,KEF-1,7/26/19 16:48,55.5,1,50.8,154.8,NA,NA,10/17/20,3.04,0.466535285,-7.74
v6,KEF-1,9/2/19 12:52,57.26666667,1,50.8,154.8,NA,NA,9/2/19,2.99,0.555443284,-9.456666667
v6,KEF-1,10/20/19 12:09,54.43333333,1,50.8,154.8,NA,NA,9/2/19,2.99,0.555443284,-6.623333333
v1,KER-1,6/19/18 8:56,90.38166667,1,74.2,145.9666667,1977.464333,NA,6/1/18,3.45875,NA,-19.64041667
v1,KER-1,7/1/18 6:30,109.22,1,74.2,145.9666667,1977.464333,NA,6/1/18,3.45875,NA,-38.47875
v2,KER-1,7/17/18 7:35,136.3,1,74.2,145.9666667,1977.464333,NA,7/15/18,4.595,0.211448638,-66.695
v2,KER-1,7/27/18 8:06,142.3,1,74.2,145.9666667,1977.464333,NA,7/15/18,4.595,0.211448638,-72.695
v3,KER-1,8/10/18 8:01,145,1,74.2,145.9666667,1977.464333,NA,8/24/18,3.6,0.322748612,-74.4
nw,KER-1,8/25/18 6:43,NA,0,74.2,145.9666667,1977.464333,NA,10/13/20,0,NA,-71.76666667
nw,KER-1,9/16/18 14:40,NA,0,74.2,145.9666667,1977.464333,NA,10/13/20,0,NA,-71.76666667
nw,KER-1,10/1/18 7:47,NA,0,74.2,145.9666667,1977.464333,NA,10/13/20,0,NA,-71.76666667
nw,KER-1,10/14/18 8:50,NA,0,74.2,145.9666667,1977.464333,NA,10/13/20,0,NA,-71.76666667
nw,KER-1,11/18/18 21:16,NA,0,74.2,145.9666667,1977.464333,NA,10/13/20,0,NA,-71.76666667
nm,KER-1,6/3/19 10:02,NA,1,74.2,145.9666667,1977.464333,NA,10/8/20,0,NA,
v4,KER-1,6/17/19 8:42,72.2,1,74.2,145.9666667,1977.464333,NA,6/18/19,3.45875,NA,-1.45875
v5,KER-1,7/5/19 7:34,81.23333333,1,74.2,145.9666667,1977.464333,NA,7/6/19,3.45875,NA,-10.49208333
v.070919,KER-1,7/26/19 6:46,83.83333333,1,74.2,145.9666667,1977.464333,NA,10/17/20,3.04,0.466535285,-12.67333333
bamboo speaker wire,KER-1,8/4/19 8:04,84.96666667,1,74.2,145.9666667,1977.464333,NA,9/2/19,2.65,0.744983221,-13.41666667
v6,KER-1,8/20/19 6:26,95.9,1,74.2,145.9666667,1977.464333,NA,9/2/19,2.99,0.555443284,-24.69
v6,KER-1,9/2/19 8:25,113.7,1,74.2,145.9666667,1977.464333,NA,9/2/19,2.99,0.555443284,-42.49
v6,KER-1,9/21/19 8:16,97.26666667,1,74.2,145.9666667,1977.464333,NA,9/2/19,2.99,0.555443284,-26.05666667
v6,KER-1,10/5/19 8:10,90.36666667,1,74.2,145.9666667,1977.464333,NA,9/2/19,2.99,0.555443284,-19.15666667
v6,KER-1,10/20/19 10:29,88.36666667,1,74.2,145.9666667,1977.464333,NA,9/2/19,2.99,0.555443284,-17.15666667
nm,KER-XD5N,6/3/19 10:02,34.4,1,35.825,NA,1976.42725,NA,10/8/20,0,NA,1.425
v4,KER-XD5N,6/17/19 8:42,31.23333333,1,35.825,NA,1976.42725,NA,6/18/19,3.45875,NA,1.132916667
v5,KER-XD5N,7/5/19 7:24,39.8,1,35.825,NA,1976.42725,NA,7/6/19,3.45875,NA,-7.43375
v.070919,KER-XD5N,7/26/19 6:51,57,1,35.825,NA,1976.42725,NA,10/17/20,3.04,0.466535285,-24.215
v6,KER-XD5N,9/2/19 13:52,74.93333333,1,35.825,NA,1976.42725,NA,9/2/19,2.99,0.555443284,-42.09833333
v6,KER-XD5N,10/20/19 7:40,44.66666667,1,35.825,NA,1976.42725,NA,9/2/19,2.99,0.555443284,-11.83166667
nm,KER-XE3S,7/17/18 8:20,-5.5,1,0,0,NA,NA,10/8/20,0,NA,5.5
nm,KER-XE3S,7/27/18 8:25,-6,1,0,0,NA,NA,10/8/20,0,NA,6
nm,KER-XE3S,8/10/18 8:30,-9,1,0,0,NA,NA,10/8/20,0,NA,9
nm,KER-XE3S,8/25/18 7:04,-7.5,1,0,0,NA,NA,10/8/20,0,NA,7.5
nm,KER-XE3S,9/16/18 9:03,-6.333333333,1,0,0,NA,NA,10/8/20,0,NA,6.333333333
nm,KER-XE3S,10/1/18 8:07,-8,1,0,0,NA,NA,10/8/20,0,NA,8
nm,KER-XE3S,10/14/18 8:23,-6.666666667,1,0,0,NA,NA,10/8/20,0,NA,6.666666667
nm,KER-XE3S,11/18/18 16:16,-6.333333333,1,0,0,NA,NA,10/8/20,0,NA,6.333333333
nm,KER-XE3S,6/3/19 11:49,-6.666666667,1,0,0,NA,NA,10/8/20,0,NA,6.666666667
nm,KER-XE3S,6/17/19 8:12,-5.266666667,1,0,0,NA,NA,10/8/20,0,NA,5.266666667
nm,KER-XE3S,7/5/19 7:52,-3.166666667,1,0,0,NA,NA,10/8/20,0,NA,3.166666667
nm,KER-XE3S,7/26/19 6:33,-3.333333333,1,0,0,NA,NA,10/8/20,0,NA,3.333333333
nm,KER-XE3S,8/4/19 8:22,-3.833333333,1,0,0,NA,NA,10/8/20,0,NA,3.833333333
nm,KER-XE3S,8/20/19 6:51,-4.333333333,1,0,0,NA,NA,10/8/20,0,NA,4.333333333
nm,KER-XE3S,9/2/19 12:51,-5.666666667,1,0,0,NA,NA,10/8/20,0,NA,5.666666667
nm,KER-XE3S,10/5/19 8:25,-10.16666667,1,0,0,NA,NA,10/8/20,0,NA,10.16666667
nm,KER-XE3S,10/20/19 10:50,-5.4,1,0,0,NA,NA,10/8/20,0,NA,5.4
v.070919,KET-1,7/26/19 6:25,27.5,1,49.625,NA,1986.113,1986.603,10/17/20,3.04,0.466535285,19.085
bamboo speaker wire,KET-1,8/4/19 8:27,32.5,1,49.625,NA,1986.113,1986.603,9/2/19,2.65,0.744983221,14.475
bamboo speaker wire,KET-1,8/5/19 8:26,32.4,1,49.625,NA,1986.113,1986.603,9/2/19,2.65,0.744983221,14.575
bamboo speaker wire,KET-1,8/6/19 8:26,32.5,1,49.625,NA,1986.113,1986.603,9/2/19,2.65,0.744983221,14.475
v6,KET-1,8/20/19 6:55,35.8,1,49.625,NA,1986.113,1986.603,9/2/19,2.99,0.555443284,10.835
v6,KET-1,9/2/19 8:41,39.23333333,1,49.625,NA,1986.113,1986.603,9/2/19,2.99,0.555443284,7.401666667
v6,KET-1,10/20/19 11:29,43.13333333,1,49.625,NA,1986.113,1986.603,9/2/19,2.99,0.555443284,3.501666667
v1,KFF-XD6S,6/1/18 8:50,66.14583333,1,50.46666667,147.9,NA,NA,6/1/18,3.45875,NA,-19.13791667
v1,KFF-XD6S,6/19/18 8:23,84.455,1,50.46666667,147.9,NA,NA,6/1/18,3.45875,NA,-37.44708333
v1,KFF-XD6S,7/1/18 6:47,133.35,1,50.46666667,147.9,NA,NA,6/1/18,3.45875,NA,-86.34208333
nw,KFF-XD6S,7/17/18 7:45,NA,0,50.46666667,147.9,NA,NA,10/13/20,0,NA,-97.43333333
nw,KFF-XD6S,7/27/18 8:12,NA,0,50.46666667,147.9,NA,NA,10/13/20,0,NA,-97.43333333
nw,KFF-XD6S,8/10/18 7:55,NA,0,50.46666667,147.9,NA,NA,10/13/20,0,NA,-97.43333333
nw,KFF-XD6S,10/1/18 8:30,NA,0,50.46666667,147.9,NA,NA,10/13/20,0,NA,-97.43333333
v3,KFF-XD6S,11/18/18 15:51,65.16666667,1,50.46666667,147.9,NA,NA,8/24/18,3.6,0.322748612,-18.3
nm,KFF-XD6S,6/3/19 12:39,56.16666667,1,50.46666667,147.9,NA,NA,10/8/20,0,NA,-5.7
v4,KFF-XD6S,6/17/19 7:38,54.33333333,1,50.46666667,147.9,NA,NA,6/18/19,3.45875,NA,-7.325416667
v5,KFF-XD6S,7/5/19 8:19,70.23333333,1,50.46666667,147.9,NA,NA,7/6/19,3.45875,NA,-23.22541667
v.070919,KFF-XD6S,7/26/19 6:12,129.6,1,50.46666667,147.9,NA,NA,10/17/20,3.04,0.466535285,-82.17333333
nw,KFF-XD6S,8/4/19 8:40,NA,0,50.46666667,147.9,NA,NA,10/13/20,0,NA,-97.43333333
nw,KFF-XD6S,8/20/19 7:06,NA,0,50.46666667,147.9,NA,NA,10/13/20,0,NA,-97.43333333
v1,KFF-XE8S,6/1/18 9:13,91.96916667,1,97.21541667,147.6,1989.893,NA,6/1/18,3.45875,NA,1.7875
v1,KFF-XE8S,6/19/18 8:49,100.1183333,1,97.21541667,147.6,1989.893,NA,6/1/18,3.45875,NA,-6.361666667
v1,KFF-XE8S,7/1/18 7:04,122.6608333,1,97.21541667,147.6,1989.893,NA,6/1/18,3.45875,NA,-28.90416667
nw,KFF-XE8S,7/17/18 7:59,NA,0,97.21541667,147.6,1989.893,NA,10/13/20,0,NA,-50.38458333
nw,KFF-XE8S,7/27/18 8:16,NA,0,97.21541667,147.6,1989.893,NA,10/13/20,0,NA,-50.38458333
nw,KFF-XE8S,8/10/18 7:55,NA,0,97.21541667,147.6,1989.893,NA,10/13/20,0,NA,-50.38458333
v3,KFF-XE8S,11/18/18 16:07,121.5,1,97.21541667,147.6,1989.893,NA,8/24/18,3.6,0.322748612,-27.88458333
v4,KFF-XE8S,6/17/19 7:59,95.56666667,1,97.21541667,147.6,1989.893,NA,6/18/19,3.45875,NA,-1.81
v5,KFF-XE8S,7/5/19 8:05,109.9,1,97.21541667,147.6,1989.893,NA,7/6/19,3.45875,NA,-16.14333333
v.070919,KFF-XE8S,7/26/19 6:20,138.8666667,1,97.21541667,147.6,1989.893,NA,10/17/20,3.04,0.466535285,-44.69125
nw,KFF-XE8S,8/4/19 8:30,NA,0,97.21541667,147.6,1989.893,NA,10/13/20,0,NA,-50.38458333
nw,KFF-XE8S,9/21/19 8:37,NA,0,97.21541667,147.6,1989.893,NA,10/13/20,0,NA,-50.38458333
v1,KFR-XE1S,6/1/18 9:23,104.2458333,1,63.65,150.8,1981.3795,1982.007,6/1/18,3.45875,NA,-44.05458333
v1,KFR-XE1S,6/19/18 9:00,112.9241667,1,63.65,150.8,1981.3795,1982.007,6/1/18,3.45875,NA,-52.73291667
v1,KFR-XE1S,7/1/18 7:50,115.8875,1,63.65,150.8,1981.3795,1982.007,6/1/18,3.45875,NA,-55.69625
v2,KFR-XE1S,7/17/18 8:17,119.5333333,1,63.65,150.8,1981.3795,1982.007,7/15/18,4.595,0.211448638,-60.47833333
v2,KFR-XE1S,7/27/18 8:28,120.5,1,63.65,150.8,1981.3795,1982.007,7/15/18,4.595,0.211448638,-61.445
v3,KFR-XE1S,8/10/18 8:34,120.4333333,1,63.65,150.8,1981.3795,1982.007,8/24/18,3.6,0.322748612,-60.38333333
v3,KFR-XE1S,8/25/18 7:08,121.5,1,63.65,150.8,1981.3795,1982.007,8/24/18,3.6,0.322748612,-61.45
v3,KFR-XE1S,9/16/18 8:53,121.4333333,1,63.65,150.8,1981.3795,1982.007,8/24/18,3.6,0.322748612,-61.38333333
v3,KFR-XE1S,10/1/18 8:03,125.0666667,1,63.65,150.8,1981.3795,1982.007,8/24/18,3.6,0.322748612,-65.01666667
v3,KFR-XE1S,10/14/18 8:17,118.8666667,1,63.65,150.8,1981.3795,1982.007,8/24/18,3.6,0.322748612,-58.81666667
v3,KFR-XE1S,11/18/18 16:21,117.5,1,63.65,150.8,1981.3795,1982.007,8/24/18,3.6,0.322748612,-57.45
v4,KFR-XE1S,6/17/19 8:17,79,1,63.65,150.8,1981.3795,1982.007,6/18/19,3.45875,NA,-18.80875
v5,KFR-XE1S,7/5/19 7:46,106.7666667,1,63.65,150.8,1981.3795,1982.007,7/6/19,3.45875,NA,-46.57541667
v.070919,KFR-XE1S,7/26/19 6:35,116.7333333,1,63.65,150.8,1981.3795,1982.007,10/17/20,3.04,0.466535285,-56.12333333
bamboo speaker wire,KFR-XE1S,8/4/19 8:16,119.5,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.65,0.744983221,-58.5
bamboo speaker wire,KFR-XE1S,8/5/19 8:16,119.3,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.65,0.744983221,-58.3
bamboo speaker wire,KFR-XE1S,8/6/19 8:16,118.5,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.65,0.744983221,-57.5
v6,KFR-XE1S,8/20/19 6:34,123.1666667,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.99,0.555443284,-62.50666667
v6,KFR-XE1S,9/2/19 8:34,123.7,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.99,0.555443284,-63.04
v6,KFR-XE1S,9/21/19 8:25,120.7333333,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.99,0.555443284,-60.07333333
v6,KFR-XE1S,10/5/19 8:20,118.3333333,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.99,0.555443284,-57.67333333
v6,KFR-XE1S,10/20/19 10:46,118.1,1,63.65,150.8,1981.3795,1982.007,9/2/19,2.99,0.555443284,-57.44
v1,KFR-XE2S,6/1/18 9:15,60.6425,1,60.6975,NA,1981.538,1982.229,6/1/18,3.45875,NA,-3.40375
v1,KFR-XE2S,6/19/18 8:59,63.07666667,1,60.6975,NA,1981.538,1982.229,6/1/18,3.45875,NA,-5.837916667
v1,KFR-XE2S,7/1/18 7:45,61.80666667,1,60.6975,NA,1981.538,1982.229,6/1/18,3.45875,NA,-4.567916667
v2,KFR-XE2S,7/17/18 8:15,63.5,1,60.6975,NA,1981.538,1982.229,7/15/18,4.595,0.211448638,-7.3975
v2,KFR-XE2S,7/27/18 8:26,64.4,1,60.6975,NA,1981.538,1982.229,7/15/18,4.595,0.211448638,-8.2975
v3,KFR-XE2S,8/10/18 8:32,64.1,1,60.6975,NA,1981.538,1982.229,8/24/18,3.6,0.322748612,-7.0025
v3,KFR-XE2S,8/25/18 7:06,66,1,60.6975,NA,1981.538,1982.229,8/24/18,3.6,0.322748612,-8.9025
v3,KFR-XE2S,9/16/18 8:54,67.13333333,1,60.6975,NA,1981.538,1982.229,8/24/18,3.6,0.322748612,-10.03583333
v3,KFR-XE2S,10/1/18 8:05,66.5,1,60.6975,NA,1981.538,1982.229,8/24/18,3.6,0.322748612,-9.4025
v3,KFR-XE2S,10/14/18 8:19,67,1,60.6975,NA,1981.538,1982.229,8/24/18,3.6,0.322748612,-9.9025
v3,KFR-XE2S,11/18/18 16:20,66.56666667,1,60.6975,NA,1981.538,1982.229,8/24/18,3.6,0.322748612,-9.469166667
v4,KFR-XE2S,6/17/19 8:13,55.33333333,1,60.6975,NA,1981.538,1982.229,6/18/19,3.45875,NA,1.905416667
v5,KFR-XE2S,7/5/19 7:49,61.23333333,1,60.6975,NA,1981.538,1982.229,7/6/19,3.45875,NA,-3.994583333
v.070919,KFR-XE2S,7/26/19 6:34,62.43333333,1,60.6975,NA,1981.538,1982.229,10/17/20,3.04,0.466535285,-4.775833333
bamboo speaker wire,KFR-XE2S,8/4/19 8:15,64.86666667,1,60.6975,NA,1981.538,1982.229,9/2/19,2.65,0.744983221,-6.819166667
v6,KFR-XE2S,8/20/19 6:45,65.93333333,1,60.6975,NA,1981.538,1982.229,9/2/19,2.99,0.555443284,-8.225833333
v6,KFR-XE2S,9/2/19 8:35,65.66666667,1,60.6975,NA,1981.538,1982.229,9/2/19,2.99,0.555443284,-7.959166667
v6,KFR-XE2S,9/21/19 8:26,65.63333333,1,60.6975,NA,1981.538,1982.229,9/2/19,2.99,0.555443284,-7.925833333
v6,KFR-XE2S,10/5/19 8:22,65.53333333,1,60.6975,NA,1981.538,1982.229,9/2/19,2.99,0.555443284,-7.825833333
v6,KFR-XE2S,10/20/19 10:48,65.53333333,1,60.6975,NA,1981.538,1982.229,9/2/19,2.99,0.555443284,-7.825833333
v1,KHF-1,7/1/18 8:18,128.7991667,1,68.05,149.0222222,NA,NA,6/1/18,3.45875,NA,-64.20791667
v2,KHF-1,7/17/18 8:41,147.7,1,68.05,149.0222222,NA,NA,7/15/18,4.595,0.211448638,-84.245
nw,KHF-1,7/27/18 8:47,NA,0,68.05,149.0222222,NA,NA,10/13/20,0,NA,-80.97222223
nw,KHF-1,8/10/18 8:52,NA,0,68.05,149.0222222,NA,NA,10/13/20,0,NA,-80.97222223
nw,KHF-1,8/25/18 8:30,NA,0,68.05,149.0222222,NA,NA,10/13/20,0,NA,-80.97222223
v3,KHF-1,9/16/18 14:06,141.8333333,1,68.05,149.0222222,NA,NA,8/24/18,3.6,0.322748612,-77.38333333
v3,KHF-1,10/1/18 8:49,133.8333333,1,68.05,149.0222222,NA,NA,8/24/18,3.6,0.322748612,-69.38333333
v3,KHF-1,10/14/18 8:56,119.5666667,1,68.05,149.0222222,NA,NA,8/24/18,3.6,0.322748612,-55.11666667
v3,KHF-1,11/18/18 15:39,94.53333333,1,68.05,149.0222222,NA,NA,8/24/18,3.6,0.322748612,-30.08333333
nm,KHF-1,6/3/19 12:55,68.8,1,68.05,149.0222222,NA,NA,10/8/20,0,NA,-0.75
v4,KHF-1,6/17/19 7:12,48,1,68.05,149.0222222,NA,NA,6/18/19,3.45875,NA,16.59125
v5,KHF-1,7/5/19 8:42,83.2,1,68.05,149.0222222,NA,NA,7/6/19,3.45875,NA,-18.60875
v.070919,KHF-1,7/26/19 16:44,129.7,1,68.05,149.0222222,NA,NA,10/17/20,3.04,0.466535285,-64.69
v6,KHF-1,10/5/19 8:46,108.6,1,68.05,149.0222222,NA,NA,9/2/19,2.99,0.555443284,-43.54
v6,KHF-1,10/20/19 12:03,101.3333333,1,68.05,149.0222222,NA,NA,9/2/19,2.99,0.555443284,-36.27333333
v1,KHF-XD4S,6/1/18 8:45,97.04916667,1,66.625,148.59,NA,NA,6/1/18,3.45875,NA,-33.88291667
nw,KHF-XD4S,7/1/18 8:35,NA,0,66.625,148.59,NA,NA,10/13/20,0,NA,-81.965
