," PDSI (gridMET Drought) at -120.2609E,39.4333N, 1980-11-01 to 2025-11-01"," PDSI (gridMET Drought) at -120.2415E,39.4318N, 1980-11-01 to 2025-11-01"
"2013-11-26",-3.07,-3.07
"2013-12-01",-3.15,-3.15
"2013-12-06",-3.22,-3.22
"2013-12-11",-3.28,-3.28
"2013-12-16",-3.35,-3.35
"2013-12-21",-3.42,-3.42
"2013-12-26",-3.49,-3.49
"2013-12-31",-3.52,-3.52
"2014-01-05",-3.55,-3.55
"2014-01-10",-3.6,-3.6
"2014-01-15",-3.62,-3.62
"2014-01-20",-3.65,-3.65
"2014-01-25",-3.68,-3.68
"2014-01-30",-3.69,-3.69
"2014-02-04",-3.7,-3.7
"2014-02-09",-3.66,-3.66
"2014-02-14",-3.63,-3.63
"2014-02-19",-3.62,-3.62
"2014-02-24",-3.61,-3.61
"2014-03-01",-3.6,-3.6
"2014-03-06",-3.6,-3.6
"2014-03-11",-3.62,-3.62
"2014-03-16",-3.67,-3.67
"2014-03-21",-3.71,-3.71
"2014-03-26",-3.74,-3.74
"2014-03-31",-3.74,-3.74
"2014-04-05",-3.75,-3.75
"2014-04-10",-3.76,-3.76
"2014-04-15",-3.76,-3.76
"2014-04-20",-3.76,-3.76
"2014-04-25",-3.72,-3.72
"2014-04-30",-3.75,-3.75
"2014-05-05",-3.79,-3.79
"2014-05-10",-3.79,-3.79
"2014-05-15",-3.78,-3.78
"2014-05-20",-3.73,-3.73
"2014-05-25",-3.72,-3.72
"2014-05-30",-3.76,-3.76
"2014-06-04",-3.82,-3.82
"2014-06-09",-3.89,-3.89
"2014-06-14",-3.96,-3.96
"2014-06-19",-4.02,-4.02
"2014-06-24",-4.09,-4.09
"2014-06-29",-4.16,-4.16
"2014-07-04",-4.22,-4.22
"2014-07-09",-4.28,-4.28
"2014-07-14",-4.31,-4.31
"2014-07-19",-4.31,-4.31
"2014-07-24",-4.27,-4.27
"2014-07-29",-4.21,-4.21
"2014-08-03",-4,-4
"2014-08-08",-3.53,-3.53
"2014-08-13",-3.06,-3.06
"2014-08-18",-2.65,-2.65
"2014-08-23",-2.27,-2.27
"2014-08-28",-1.89,-1.89
"2014-09-02",-1.63,-1.63
"2014-09-07",-1.62,-1.62
"2014-09-12",-1.63,-1.63
"2014-09-17",-1.64,-1.64
"2014-09-22",-1.67,-1.67
"2014-09-27",-1.62,-1.62
"2014-10-02",-1.57,-1.57
"2014-10-07",-1.55,-1.55
"2014-10-12",-1.52,-1.52
"2014-10-17",-1.48,-1.48
"2014-10-22",-1.44,-1.44
"2014-10-27",-1.46,-1.46
"2014-11-01",-1.51,-1.51
"2014-11-06",-1.55,-1.55
"2014-11-11",-1.61,-1.61
"2014-11-16",-1.68,-1.68
"2014-11-21",-1.75,-1.75
"2014-11-26",-1.82,-1.82
"2014-12-01",-1.87,-1.87
"2014-12-06",-1.86,-1.86
"2014-12-11",-1.84,-1.84
"2014-12-16",-1.83,-1.83
"2014-12-21",-1.82,-1.82
"2014-12-26",-1.81,-1.81
"2014-12-31",-1.82,-1.82
"2015-01-05",-1.86,-1.86
"2015-01-10",-1.92,-1.92
"2015-01-15",-1.99,-1.99
"2015-01-20",-2.07,-2.07
"2015-01-25",-2.14,-2.14
"2015-01-30",-2.23,-2.23
"2015-02-04",-2.29,-2.29
"2015-02-09",-2.3,-2.3
"2015-02-14",-2.31,-2.31
"2015-02-19",-2.33,-2.33
"2015-02-24",-2.35,-2.35
"2015-03-01",-2.36,-2.36
"2015-03-06",-2.41,-2.41
"2015-03-11",-2.49,-2.49
"2015-03-16",-2.58,-2.58
"2015-03-21",-2.67,-2.67
"2015-03-26",-2.75,-2.75
"2015-03-31",-2.83,-2.83
"2015-04-05",-2.91,-2.91
"2015-04-10",-3,-3
"2015-04-15",-3.07,-3.07
"2015-04-20",-3.15,-3.15
"2015-04-25",-3.18,-3.18
"2015-04-30",-3.21,-3.21
"2015-05-05",-3.29,-3.29
"2015-05-10",-3.36,-3.36
"2015-05-15",-3.39,-3.39
"2015-05-20",-3.39,-3.39
"2015-05-25",-3.34,-3.34
"2015-05-30",-3.31,-3.31
"2015-06-04",-3.3,-3.3
"2015-06-09",-3.26,-3.26
"2015-06-14",-3.21,-3.21
"2015-06-19",-3.17,-3.17
"2015-06-24",-3.17,-3.17
"2015-06-29",-3.17,-3.17
"2015-07-04",-3.18,-3.18
"2015-07-09",-3.11,-3.11
"2015-07-14",-3.03,-3.03
"2015-07-19",-2.94,-2.94
"2015-07-24",-2.79,-2.79
"2015-07-29",-2.63,-2.63
"2015-08-03",-2.44,-2.44
"2015-08-08",-2.32,-2.32
"2015-08-13",-2.21,-2.21
"2015-08-18",-2.1,-2.1
"2015-08-23",-2.06,-2.06
"2015-08-28",-2.02,-2.02
"2015-09-02",-1.99,-1.99
"2015-09-07",-1.98,-1.98
"2015-09-12",-1.99,-1.99
"2015-09-17",-1.99,-1.99
"2015-09-22",-2,-2
"2015-09-27",-2.03,-2.03
"2015-10-02",-1.99,-1.99
"2015-10-07",-1.94,-1.94
"2015-10-12",-1.9,-1.9
"2015-10-17",-1.84,-1.84
"2015-10-22",-1.78,-1.78
"2015-10-27",-1.74,-1.74
"2015-11-01",-1.73,-1.73
"2015-11-06",-1.67,-1.67
"2015-11-11",-1.61,-1.61
"2015-11-16",-1.59,-1.59
"2015-11-21",-1.58,-1.58
"2015-11-26",-1.57,-1.57
"2015-12-01",-1.59,-1.59
"2015-12-06",-1.64,-1.64
"2015-12-11",-1.68,-1.68
"2015-12-16",-1.7,-1.7
"2015-12-21",-1.7,-1.7
"2015-12-26",-1.67,-1.67
"2015-12-31",-1.65,-1.65
"2016-01-05",-1.65,-1.65
"2016-01-10",-1.66,-1.66
"2016-01-15",-1.68,-1.68
"2016-01-20",-1.7,-1.7
"2016-01-25",-1.72,-1.72
"2016-01-30",-1.66,-1.66
"2016-02-04",-1.6,-1.6
"2016-02-09",-1.54,-1.54
"2016-02-14",-1.5,-1.5
"2016-02-19",-1.51,-1.51
"2016-02-24",-1.51,-1.51
"2016-02-29",-1.57,-1.57
"2016-03-05",-1.6,-1.6
"2016-03-10",-1.62,-1.62
"2016-03-15",-1.6,-1.6
"2016-03-20",-1.53,-1.53
"2016-03-25",-1.46,-1.46
"2016-03-30",-1.38,-1.38
"2016-04-04",-1.34,-1.34
"2016-04-09",-1.31,-1.31
"2016-04-14",-1.32,-1.32
"2016-04-19",-1.33,-1.33
"2016-04-24",-1.31,-1.31
"2016-04-29",-1.26,-1.26
"2016-05-04",-1.19,-1.19
"2016-05-09",-1.04,-1.04
"2016-05-14",-0.91,-0.91
"2016-05-19",-0.8,-0.8
"2016-05-24",-0.67,-0.67
"2016-05-29",-0.56,-0.56
"2016-06-03",0.11,0.11
"2016-06-08",0.81,0.81
"2016-06-13",0.85,0.85
"2016-06-18",0.9,0.9
"2016-06-23",0.94,0.94
"2016-06-28",0.95,0.95
"2016-07-03",0.97,0.97
"2016-07-08",0.96,0.96
"2016-07-13",0.92,0.92
"2016-07-18",0.89,0.89
"2016-07-23",0.79,0.79
"2016-07-28",0.71,0.71
"2016-08-02",0.64,0.64
"2016-08-07",0.57,0.57
"2016-08-12",-0.06,-0.06
"2016-08-17",-0.05,-0.05
"2016-08-22",-0.04,-0.04
"2016-08-27",-0.04,-0.04
"2016-09-01",-0.5,-0.5
"2016-09-06",-0.53,-0.53
"2016-09-11",-0.56,-0.56
"2016-09-16",-0.61,-0.61
"2016-09-21",-0.66,-0.66
"2016-09-26",-0.72,-0.72
"2016-10-01",-0.79,-0.79
"2016-10-06",-0.85,-0.85
"2016-10-11",-0.92,-0.92
"2016-10-16",-0.56,-0.56
"2016-10-21",0.35,0.35
"2016-10-26",0.96,0.96
"2016-10-31",1.38,1.38
"2016-11-05",1.78,1.78
"2016-11-10",2.09,2.09
"2016-11-15",2.11,2.11
"2016-11-20",2.11,2.11
"2016-11-25",2.11,2.11
"2016-11-30",2.02,2.02
"2016-12-05",1.93,1.93
"2016-12-10",2.01,2.01
"2016-12-15",2.16,2.16
"2016-12-20",2.28,2.28
"2016-12-25",2.42,2.42
"2016-12-30",2.47,2.47
"2017-01-05",2.63,2.63
"2017-01-10",2.86,2.86
"2017-01-15",3.01,3.01
"2017-01-20",3.2,3.2
"2017-01-25",3.41,3.41
"2017-01-30",3.69,3.69
"2017-02-04",3.89,3.89
"2017-02-09",4.06,4.06
"2017-02-14",4.22,4.22
"2017-02-19",4.32,4.32
"2017-02-24",4.49,4.49
"2017-03-01",4.64,4.64
"2017-03-06",4.79,4.79
"2017-03-11",4.8,4.8
"2017-03-16",4.79,4.79
"2017-03-21",4.82,4.82
"2017-03-26",4.69,4.69
"2017-03-31",4.58,4.58
"2017-04-05",4.43,4.43
"2017-04-10",4.39,4.39
"2017-04-15",4.46,4.46
"2017-04-20",4.55,4.55
"2017-04-25",4.66,4.66
"2017-04-30",4.75,4.75
"2017-05-05",4.88,4.88
"2017-05-10",4.9,4.9
"2017-05-15",4.85,4.85
"2017-05-20",4.74,4.74
"2017-05-25",4.64,4.64
"2017-05-30",4.56,4.56
"2017-06-04",4.5,4.5
"2017-06-09",4.42,4.42
"2017-06-14",4.31,4.31
"2017-06-19",4.21,4.21
"2017-06-24",4.12,4.12
"2017-06-29",4.04,4.04
"2017-07-04",3.99,3.99
"2017-07-09",3.87,3.87
"2017-07-14",3.73,3.73
"2017-07-19",3.58,3.58
"2017-07-24",3.43,3.43
"2017-07-29",3.3,3.3
"2017-08-03",3.2,3.2
"2017-08-08",3.16,3.16
"2017-08-13",3.12,3.12
"2017-08-18",3.08,3.08
"2017-08-23",3.07,3.07
"2017-08-28",3.07,3.07
"2017-09-02",3.05,3.05
"2017-09-07",3.03,3.03
"2017-09-12",3.04,3.04
"2017-09-17",3.07,3.07
"2017-09-22",3.14,3.14
"2017-09-27",3.19,3.19
"2017-10-02",3.22,3.22
"2017-10-07",3.2,3.2
"2017-10-12",3.16,3.16
"2017-10-17",3.08,3.08
"2017-10-22",2.99,2.99
"2017-10-27",2.87,2.87
"2017-11-01",2.73,2.73
"2017-11-06",2.63,2.63
"2017-11-11",2.56,2.56
"2017-11-16",2.7,2.7
"2017-11-21",2.77,2.77
"2017-11-26",2.83,2.83
"2017-12-01",2.89,2.89
"2017-12-06",2.9,2.9
"2017-12-11",2.86,2.86
"2017-12-16",2.72,2.72
"2017-12-21",2.58,2.58
"2017-12-26",2.42,2.42
"2017-12-31",2.26,2.26
"2018-01-05",2.12,2.12
"2018-01-10",1.99,1.99
"2018-01-15",1.87,1.87
"2018-01-20",1.75,1.75
"2018-01-25",1.67,1.67
"2018-01-30",1.59,1.59
"2018-02-04",1.5,1.5
"2018-02-09",1.38,1.38
"2018-02-14",1.27,1.27
"2018-02-19",1.15,1.15
"2018-02-24",1.03,1.03
"2018-03-01",0.95,0.95
"2018-03-06",0.89,0.89
"2018-03-11",0.84,0.84
"2018-03-16",0.88,0.88
"2018-03-21",1.01,1.01
"2018-03-26",1.18,1.18
"2018-03-31",1.31,1.31
"2018-04-05",1.41,1.41
"2018-04-10",1.61,1.61
"2018-04-15",1.74,1.74
"2018-04-20",1.8,1.8
"2018-04-25",1.75,1.75
"2018-04-30",1.73,1.73
"2018-05-05",1.74,1.74
"2018-05-10",1.64,1.64
"2018-05-15",1.54,1.54
"2018-05-20",1.51,1.51
"2018-05-25",1.58,1.58
"2018-05-30",1.66,1.66
"2018-06-04",1.75,1.75
"2018-06-09",1.79,1.79
"2018-06-14",1.8,1.8
"2018-06-19",1.83,1.83
"2018-06-24",1.81,1.81
"2018-06-29",1.81,1.81
"2018-07-04",1.82,1.82
"2018-07-09",1.79,1.79
"2018-07-14",1.75,1.75
"2018-07-19",1.69,1.69
"2018-07-24",1.6,1.6
"2018-07-29",1.53,1.53
"2018-08-03",1.47,1.47
"2018-08-08",1.41,1.41
"2018-08-13",1.36,1.36
"2018-08-18",1.3,1.3
"2018-08-23",1.22,1.22
"2018-08-28",1.14,1.14
"2018-09-02",1.07,1.07
"2018-09-07",1,1
"2018-09-12",0.92,0.92
"2018-09-17",0.85,0.85
"2018-09-22",0.77,0.77
"2018-09-27",0.68,0.68
"2018-10-02",0.59,0.59
"2018-10-07",0.54,0.54
"2018-10-12",-0.04,-0.04
"2018-10-17",-0.84,-0.84
"2018-10-22",-0.88,-0.88
"2018-10-27",-0.93,-0.93
"2018-11-01",-1,-1
"2018-11-06",-1.12,-1.12
"2018-11-11",-1.26,-1.26
"2018-11-16",-1.39,-1.39
"2018-11-21",-1.51,-1.51
"2018-11-26",-1.56,-1.56
"2018-12-01",-1.57,-1.57
"2018-12-06",-1.58,-1.58
"2018-12-11",-1.6,-1.6
"2018-12-16",-1.64,-1.64
"2018-12-21",-1.67,-1.67
"2018-12-26",-1.71,-1.71
"2018-12-31",-1.77,-1.77
"2019-01-05",-1.81,-1.81
"2019-01-10",-1.85,-1.85
"2019-01-15",-1.86,-1.86
"2019-01-20",-1.75,-1.75
"2019-01-25",-1.69,-1.69
"2019-01-30",-1.61,-1.61
"2019-02-04",-1.4,-1.4
"2019-02-09",-1.14,-1.14
"2019-02-14",-0.78,-0.78
"2019-02-19",-0.52,-0.52
"2019-02-24",1.35,1.35
"2019-03-01",1.55,1.55
"2019-03-06",1.69,1.69
"2019-03-11",1.8,1.8
"2019-03-16",1.75,1.75
"2019-03-21",1.65,1.65
"2019-03-26",1.56,1.56
"2019-03-31",1.5,1.5
"2019-04-05",1.41,1.41
"2019-04-10",1.35,1.35
"2019-04-15",1.3,1.3
"2019-04-20",1.27,1.27
"2019-04-25",1.25,1.25
"2019-04-30",1.2,1.2
"2019-05-05",1.12,1.12
"2019-05-10",0.99,0.99
"2019-05-15",0.91,0.91
"2019-05-20",0.89,0.89
"2019-05-25",0.96,0.96
"2019-05-30",1.06,1.06
"2019-06-04",1.16,1.16
"2019-06-09",1.23,1.23
"2019-06-14",1.28,1.28
"2019-06-19",1.34,1.34
"2019-06-24",1.4,1.4
"2019-06-29",1.42,1.42
"2019-07-04",1.42,1.42
"2019-07-09",1.4,1.4
"2019-07-14",1.39,1.39
"2019-07-19",1.38,1.38
"2019-07-24",1.33,1.33
"2019-07-29",1.25,1.25
"2019-08-03",1.18,1.18
"2019-08-08",1.11,1.11
"2019-08-13",1.05,1.05
"2019-08-18",0.99,0.99
"2019-08-23",0.93,0.93
"2019-08-28",0.87,0.87
"2019-09-02",0.81,0.81
"2019-09-07",0.76,0.76
"2019-09-12",0.7,0.7
"2019-09-17",0.71,0.71
"2019-09-22",0.76,0.76
"2019-09-27",0.77,0.77
"2019-10-02",0.85,0.85
"2019-10-07",0.91,0.91
"2019-10-12",0.97,0.97
"2019-10-17",0.98,0.98
"2019-10-22",0.95,0.95
"2019-10-27",0.9,0.9
"2019-11-01",0.76,0.76
"2019-11-06",0.61,0.61
"2019-11-11",-0.15,-0.15
"2019-11-16",-0.62,-0.62
"2019-11-21",-0.77,-0.77
"2019-11-26",-0.9,-0.9
"2019-12-01",-0.93,-0.93
"2019-12-06",-0.95,-0.95
"2019-12-11",-0.94,-0.94
"2019-12-16",-0.89,-0.89
"2019-12-21",-0.87,-0.87
"2019-12-26",-0.85,-0.85
"2019-12-31",-0.89,-0.89
"2020-01-05",-0.93,-0.93
"2020-01-10",-1,-1
"2020-01-15",-1.09,-1.09
"2020-01-20",-1.18,-1.18
"2020-01-25",-1.26,-1.26
"2020-01-30",-1.34,-1.34
"2020-02-04",-1.41,-1.41
"2020-02-09",-1.48,-1.48
"2020-02-14",-1.54,-1.54
"2020-02-19",-1.62,-1.62
"2020-02-24",-1.7,-1.7
"2020-02-29",-1.77,-1.77
"2020-03-05",-1.85,-1.85
"2020-03-10",-1.95,-1.95
"2020-03-15",-2.03,-2.03
"2020-03-20",-2.04,-2.04
"2020-03-25",-2.05,-2.05
"2020-03-30",-2.04,-2.04
"2020-04-04",-2.01,-2.01
"2020-04-09",-1.95,-1.95
"2020-04-14",-1.92,-1.92
"2020-04-19",-1.94,-1.94
"2020-04-24",-1.95,-1.95
"2020-04-29",-1.97,-1.97
"2020-05-04",-1.98,-1.98
"2020-05-09",-2.08,-2.08
"2020-05-14",-2.13,-2.13
"2020-05-19",-2.1,-2.1
"2020-05-24",-2.06,-2.06
"2020-05-29",-2.03,-2.03
"2020-06-03",-1.99,-1.99
"2020-06-08",-1.96,-1.96
"2020-06-13",-1.92,-1.92
"2020-06-18",-1.93,-1.93
"2020-06-23",-1.94,-1.94
"2020-06-28",-1.94,-1.94
"2020-07-03",-1.95,-1.95
"2020-07-08",-1.97,-1.97
"2020-07-13",-1.99,-1.99
"2020-07-18",-2.03,-2.03
"2020-07-23",-2.07,-2.07
"2020-07-28",-2.1,-2.1
"2020-08-02",-2.11,-2.11
"2020-08-07",-2.12,-2.12
"2020-08-12",-2.13,-2.13
"2020-08-17",-2.13,-2.13
"2020-08-22",-2.13,-2.13
"2020-08-27",-2.12,-2.12
"2020-09-01",-2.1,-2.1
"2020-09-06",-2.09,-2.09
"2020-09-11",-2.09,-2.09
"2020-09-16",-2.11,-2.11
"2020-09-21",-2.13,-2.13
"2020-09-26",-2.17,-2.17
"2020-10-01",-2.23,-2.23
"2020-10-06",-2.3,-2.3
"2020-10-11",-2.37,-2.37
"2020-10-16",-2.45,-2.45
"2020-10-21",-2.54,-2.54
"2020-10-26",-2.63,-2.63
"2020-10-31",-2.73,-2.73
"2020-11-05",-2.85,-2.85
"2020-11-10",-2.94,-2.94
"2020-11-15",-3.02,-3.02
"2020-11-20",-3,-3
"2020-11-25",-2.99,-2.99
"2020-11-30",-3,-3
"2020-12-05",-3.01,-3.01
"2020-12-10",-3.06,-3.06
"2020-12-15",-3.1,-3.1
"2020-12-20",-3.17,-3.17
"2020-12-25",-3.21,-3.21
"2020-12-30",-3.23,-3.23
"2021-01-05",-3.24,-3.24
"2021-01-10",-3.25,-3.25
"2021-01-15",-3.25,-3.25
"2021-01-20",-3.27,-3.27
"2021-01-25",-3.27,-3.27
"2021-01-30",-3.28,-3.28
"2021-02-04",-3.29,-3.29
"2021-02-09",-3.3,-3.3
"2021-02-14",-3.31,-3.31
"2021-02-19",-3.32,-3.32
"2021-02-24",-3.34,-3.34
"2021-03-01",-3.36,-3.36
"2021-03-06",-3.4,-3.4
"2021-03-11",-3.44,-3.44
"2021-03-16",-3.51,-3.51
"2021-03-21",-3.57,-3.57
"2021-03-26",-3.62,-3.62
"2021-03-31",-3.67,-3.67
"2021-04-05",-3.7,-3.7
"2021-04-10",-3.75,-3.75
"2021-04-15",-3.81,-3.81
"2021-04-20",-3.89,-3.89
"2021-04-25",-3.99,-3.99
"2021-04-30",-4.08,-4.08
"2021-05-05",-4.16,-4.16
"2021-05-10",-4.23,-4.23
"2021-05-15",-4.36,-4.36
"2021-05-20",-4.44,-4.44
"2021-05-25",-4.54,-4.54
"2021-05-30",-4.64,-4.64
"2021-06-04",-4.71,-4.71
"2021-06-09",-4.78,-4.78
"2021-06-14",-4.85,-4.85
"2021-06-19",-4.94,-4.94
"2021-06-24",-5.05,-5.05
"2021-06-29",-5.12,-5.12
"2021-07-04",-5.16,-5.16
"2021-07-09",-5.18,-5.18
"2021-07-14",-5.19,-5.19
"2021-07-19",-5.18,-5.18
"2021-07-24",-5.17,-5.17
"2021-07-29",-5.13,-5.13
"2021-08-03",-5.09,-5.09
"2021-08-08",-5.04,-5.04
"2021-08-13",-4.98,-4.98
"2021-08-18",-4.93,-4.93
"2021-08-23",-4.87,-4.87
"2021-08-28",-4.82,-4.82
"2021-09-02",-4.78,-4.78
"2021-09-07",-4.75,-4.75
"2021-09-12",-4.68,-4.68
"2021-09-17",-4.63,-4.63
"2021-09-22",-4.58,-4.58
"2021-09-27",-4.54,-4.54
"2021-10-02",-4.52,-4.52
"2021-10-07",-4.49,-4.49
"2021-10-12",-4.46,-4.46
"2021-10-17",-4.41,-4.41
"2021-10-22",-4.27,-4.27
"2021-10-27",-3.66,-3.66
"2021-11-01",-3.12,-3.12
"2021-11-06",-2.6,-2.6
"2021-11-11",-2.15,-2.15
"2021-11-16",-1.8,-1.8
"2021-11-21",-1.56,-1.56
"2021-11-26",-1.62,-1.62
"2021-12-01",-1.68,-1.68
"2021-12-06",-1.74,-1.74
"2021-12-11",-1.81,-1.81
"2021-12-16",-1.71,-1.71
"2021-12-21",-1.63,-1.63
"2021-12-26",-1.35,-1.35
"2021-12-31",-1.12,-1.12
"2022-01-05",-0.96,-0.96
"2022-01-10",-0.82,-0.82
"2022-01-15",-0.82,-0.82
"2022-01-20",-0.81,-0.81
"2022-01-25",-0.91,-0.91
"2022-01-30",-1.01,-1.01
"2022-02-04",-1.12,-1.12
"2022-02-09",-1.22,-1.22
"2022-02-14",-1.3,-1.3
"2022-02-19",-1.39,-1.39
"2022-02-24",-1.47,-1.47
"2022-03-01",-1.54,-1.54
"2022-03-06",-1.62,-1.62
"2022-03-11",-1.71,-1.71
"2022-03-16",-1.81,-1.81
"2022-03-21",-1.93,-1.93
"2022-03-26",-2.04,-2.04
"2022-03-31",-2.14,-2.14
"2022-04-05",-2.23,-2.23
"2022-04-10",-2.34,-2.34
"2022-04-15",-2.41,-2.41
"2022-04-20",-2.44,-2.44
"2022-04-25",-2.4,-2.4
"2022-04-30",-2.35,-2.35
"2022-05-05",-2.3,-2.3
"2022-05-10",-2.19,-2.19
"2022-05-15",-2.14,-2.14
"2022-05-20",-2.16,-2.16
"2022-05-25",-2.25,-2.25
"2022-05-30",-2.35,-2.35
"2022-06-04",-2.43,-2.43
"2022-06-09",-2.54,-2.54
"2022-06-14",-2.6,-2.6
"2022-06-19",-2.65,-2.65
"2022-06-24",-2.68,-2.68
"2022-06-29",-2.7,-2.7
"2022-07-04",-2.71,-2.71
"2022-07-09",-2.72,-2.72
"2022-07-14",-2.74,-2.74
"2022-07-19",-2.74,-2.74
"2022-07-24",-2.76,-2.76
"2022-07-29",-2.79,-2.79
"2022-08-03",-2.8,-2.8
"2022-08-08",-2.79,-2.79
"2022-08-13",-2.77,-2.77
"2022-08-18",-2.74,-2.74
"2022-08-23",-2.7,-2.7
"2022-08-28",-2.67,-2.67
"2022-09-02",-2.63,-2.63
"2022-09-07",-2.62,-2.62
"2022-09-12",-2.61,-2.61
"2022-09-17",-2.62,-2.62
"2022-09-22",-2.49,-2.49
"2022-09-27",-2.41,-2.41
"2022-10-02",-2.34,-2.34
"2022-10-07",-2.29,-2.29
"2022-10-12",-2.24,-2.24
"2022-10-17",-2.22,-2.22
"2022-10-22",-2.3,-2.3
"2022-10-27",-2.37,-2.37
"2022-11-01",-2.43,-2.43
"2022-11-06",-2.44,-2.44
"2022-11-11",-2.39,-2.39
"2022-11-16",-2.35,-2.35
"2022-11-21",-2.33,-2.33
"2022-11-26",-2.32,-2.32
"2022-12-01",-2.33,-2.33
"2022-12-06",-2.32,-2.32
"2022-12-11",-2.26,-2.26
"2022-12-16",-2.21,-2.21
"2022-12-21",-2.16,-2.16
"2022-12-26",-2.08,-2.08
"2022-12-31",-1.83,-1.83
"2023-01-05",-1.71,-1.71
"2023-01-10",-1.55,-1.55
"2023-01-15",-1.34,-1.34
"2023-01-20",-1.09,-1.09
"2023-01-25",-0.88,-0.88
"2023-01-30",-0.79,-0.79
"2023-02-04",-0.71,-0.71
"2023-02-09",-0.71,-0.71
"2023-02-14",-0.78,-0.78
"2023-02-19",-0.86,-0.86
"2023-02-24",-0.91,-0.91
"2023-03-01",-0.92,-0.92
"2023-03-06",-0.91,-0.91
"2023-03-11",-0.81,-0.81
"2023-03-16",-0.61,-0.61
"2023-03-21",1.27,1.27
"2023-03-26",1.45,1.45
"2023-03-31",1.6,1.6
"2023-04-05",1.74,1.74
"2023-04-10",1.76,1.76
"2023-04-15",1.68,1.68
"2023-04-20",1.61,1.61
"2023-04-25",1.55,1.55
"2023-04-30",1.44,1.44
"2023-05-05",1.38,1.38
"2023-05-10",1.33,1.33
"2023-05-15",1.31,1.31
"2023-05-20",1.26,1.26
"2023-05-25",1.23,1.23
"2023-05-30",1.18,1.18
"2023-06-04",1.1,1.1
"2023-06-09",1.07,1.07
"2023-06-14",1.09,1.09
"2023-06-19",1.11,1.11
"2023-06-24",1.15,1.15
"2023-06-29",1.2,1.2
"2023-07-04",1.25,1.25
"2023-07-09",1.28,1.28
"2023-07-14",1.3,1.3
"2023-07-19",1.32,1.32
"2023-07-24",1.32,1.32
"2023-07-29",1.29,1.29
"2023-08-03",1.23,1.23
"2023-08-08",1.16,1.16
"2023-08-13",1.09,1.09
"2023-08-18",1.04,1.04
"2023-08-23",1.11,1.11
"2023-08-28",1.18,1.18
"2023-09-02",1.35,1.35
"2023-09-07",1.57,1.57
"2023-09-12",1.76,1.76
"2023-09-17",1.89,1.89
"2023-09-22",1.92,1.92
"2023-09-27",1.92,1.92
"2023-10-02",1.85,1.85
"2023-10-07",1.75,1.75
"2023-10-12",1.66,1.66
"2023-10-17",1.57,1.57
"2023-10-22",1.47,1.47
"2023-10-27",1.4,1.4
"2023-11-01",1.29,1.29
"2023-11-06",1.24,1.24
"2023-11-11",1.16,1.16
"2023-11-16",1.09,1.09
"2023-11-21",1.04,1.04
"2023-11-26",0.96,0.96
"2023-12-01",0.88,0.88
"2023-12-06",0.78,0.78
"2023-12-11",0.65,0.65
"2023-12-16",-0.13,-0.13
"2023-12-21",-1.02,-1.02
"2023-12-26",-1.09,-1.09
"2023-12-31",-1.14,-1.14
"2024-01-05",-1.18,-1.18
"2024-01-10",-1.21,-1.21
"2024-01-15",-1.24,-1.24
"2024-01-20",-1.27,-1.27
"2024-01-25",-1.31,-1.31
"2024-01-30",-1.37,-1.37
"2024-02-04",-1.39,-1.39
"2024-02-09",-1.43,-1.43
"2024-02-14",-1.47,-1.47
"2024-02-19",-1.51,-1.51
"2024-02-24",-1.51,-1.51
"2024-02-29",-1.5,-1.5
"2024-03-05",-1.42,-1.42
"2024-03-10",-1.35,-1.35
"2024-03-15",-1.26,-1.26
"2024-03-20",-1.23,-1.23
"2024-03-25",-1.18,-1.18
"2024-03-30",-1.08,-1.08
"2024-04-04",-1.11,-1.11
"2024-04-09",-1.12,-1.12
"2024-04-14",-1.1,-1.1
"2024-04-19",-1.08,-1.08
"2024-04-24",-1.07,-1.07
"2024-04-29",-1.12,-1.12
"2024-05-04",-1.11,-1.11
"2024-05-09",-1.11,-1.11
"2024-05-14",-1.09,-1.09
"2024-05-19",-1.07,-1.07
"2024-05-24",-1.04,-1.04
"2024-05-29",-1.08,-1.08
"2024-06-03",-1.16,-1.16
"2024-06-08",-1.23,-1.23
"2024-06-13",-1.3,-1.3
"2024-06-18",-1.34,-1.34
"2024-06-23",-1.4,-1.4
"2024-06-28",-1.49,-1.49
"2024-07-03",-1.61,-1.61
"2024-07-08",-1.72,-1.72
"2024-07-13",-1.81,-1.81
"2024-07-18",-1.87,-1.87
"2024-07-23",-1.9,-1.9
"2024-07-28",-1.91,-1.91
"2024-08-02",-1.91,-1.91
"2024-08-07",-1.86,-1.86
"2024-08-12",-1.8,-1.8
"2024-08-17",-1.77,-1.77
"2024-08-22",-1.74,-1.74
"2024-08-27",-1.67,-1.67
"2024-09-01",-1.58,-1.58
"2024-09-06",-1.55,-1.55
"2024-09-11",-1.52,-1.52
"2024-09-16",-1.51,-1.51
"2024-09-21",-1.47,-1.47
"2024-09-26",-1.5,-1.5
"2024-10-01",-1.54,-1.54
"2024-10-06",-1.59,-1.59
"2024-10-11",-1.65,-1.65
"2024-10-16",-1.68,-1.68
"2024-10-21",-1.74,-1.74
"2024-10-26",-1.81,-1.81
"2024-10-31",-1.86,-1.86
"2024-11-05",-1.89,-1.89
"2024-11-10",-1.94,-1.94
"2024-11-15",-1.99,-1.99
"2024-11-20",-2.01,-2.01
