Unnamed: 0,deploy_end,deploy_start,deployment_id,deploy_year,well_id,DT,Date,Time,ms,raw_Level_m,TEMPERATURE,end_date_x,logger_no,serial_no,cut_start,cut_end,temp_threshold,notes,manual plot notes,logger plot notes,cut notes,Unnamed: 10,Unnamed: 11,end_date_y,Rate of Change
0,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-17 17:00:00,7/17/2018,05:00:00 pm,0,8.2792,9.243,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.013700000000000045
272,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 14:20:00,7/19/2018,02:20:00 pm,0,8.2538,8.823,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
273,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 14:30:00,7/19/2018,02:30:00 pm,0,8.2534,8.823,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
274,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 14:40:00,7/19/2018,02:40:00 pm,0,8.2528,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
275,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 14:50:00,7/19/2018,02:50:00 pm,0,8.2519,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
276,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 15:00:00,7/19/2018,03:00:00 pm,0,8.2513,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
277,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 15:10:00,7/19/2018,03:10:00 pm,0,8.2509,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
278,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 15:20:00,7/19/2018,03:20:00 pm,0,8.2502,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.00010000000000012221
279,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 15:30:00,7/19/2018,03:30:00 pm,0,8.2505,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
280,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 15:40:00,7/19/2018,03:40:00 pm,0,8.2497,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
281,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 15:50:00,7/19/2018,03:50:00 pm,0,8.2492,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
282,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 16:00:00,7/19/2018,04:00:00 pm,0,8.2493,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
283,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 16:10:00,7/19/2018,04:10:00 pm,0,8.248,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
284,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 16:20:00,7/19/2018,04:20:00 pm,0,8.2477,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
285,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 16:30:00,7/19/2018,04:30:00 pm,0,8.2469,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
286,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 16:40:00,7/19/2018,04:40:00 pm,0,8.2472,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
287,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 16:50:00,7/19/2018,04:50:00 pm,0,8.2473,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.00010000000000012221
288,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 17:00:00,7/19/2018,05:00:00 pm,0,8.2472,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
289,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 17:10:00,7/19/2018,05:10:00 pm,0,8.2476,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
290,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 17:20:00,7/19/2018,05:20:00 pm,0,8.248,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
291,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 17:30:00,7/19/2018,05:30:00 pm,0,8.2478,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
292,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 17:40:00,7/19/2018,05:40:00 pm,0,8.2476,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
293,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 17:50:00,7/19/2018,05:50:00 pm,0,8.2473,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
294,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 18:00:00,7/19/2018,06:00:00 pm,0,8.2465,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
295,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 18:10:00,7/19/2018,06:10:00 pm,0,8.2462,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
296,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 18:20:00,7/19/2018,06:20:00 pm,0,8.2459,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
297,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 18:30:00,7/19/2018,06:30:00 pm,0,8.247,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
298,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 18:40:00,7/19/2018,06:40:00 pm,0,8.2469,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
299,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 18:50:00,7/19/2018,06:50:00 pm,0,8.247,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
300,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 19:00:00,7/19/2018,07:00:00 pm,0,8.2466,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
301,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 19:10:00,7/19/2018,07:10:00 pm,0,8.2469,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
302,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 19:20:00,7/19/2018,07:20:00 pm,0,8.2468,8.83,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
303,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 19:30:00,7/19/2018,07:30:00 pm,0,8.2463,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
304,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 19:40:00,7/19/2018,07:40:00 pm,0,8.2467,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.00010000000000012221
305,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 19:50:00,7/19/2018,07:50:00 pm,0,8.2477,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
306,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 20:00:00,7/19/2018,08:00:00 pm,0,8.248,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
307,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 20:10:00,7/19/2018,08:10:00 pm,0,8.2477,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
308,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 20:20:00,7/19/2018,08:20:00 pm,0,8.2482,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
309,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 20:30:00,7/19/2018,08:30:00 pm,0,8.2485,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
310,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 20:40:00,7/19/2018,08:40:00 pm,0,8.2483,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.00010000000000012221
311,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 20:50:00,7/19/2018,08:50:00 pm,0,8.2485,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
312,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 21:00:00,7/19/2018,09:00:00 pm,0,8.2493,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
313,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 21:10:00,7/19/2018,09:10:00 pm,0,8.25,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
314,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 21:20:00,7/19/2018,09:20:00 pm,0,8.251,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
315,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 21:30:00,7/19/2018,09:30:00 pm,0,8.2518,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
316,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 21:40:00,7/19/2018,09:40:00 pm,0,8.2525,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
317,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 21:50:00,7/19/2018,09:50:00 pm,0,8.2525,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
318,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 22:00:00,7/19/2018,10:00:00 pm,0,8.253,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
319,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 22:10:00,7/19/2018,10:10:00 pm,0,8.2534,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
320,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 22:20:00,7/19/2018,10:20:00 pm,0,8.2538,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
321,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 22:30:00,7/19/2018,10:30:00 pm,0,8.2539,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
322,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 22:40:00,7/19/2018,10:40:00 pm,0,8.2536,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
323,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 22:50:00,7/19/2018,10:50:00 pm,0,8.2538,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
324,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 23:00:00,7/19/2018,11:00:00 pm,0,8.2542,8.824,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
325,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 23:10:00,7/19/2018,11:10:00 pm,0,8.254,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
326,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 23:20:00,7/19/2018,11:20:00 pm,0,8.2538,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
327,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 23:30:00,7/19/2018,11:30:00 pm,0,8.2532,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
328,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 23:40:00,7/19/2018,11:40:00 pm,0,8.2536,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
329,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-19 23:50:00,7/19/2018,11:50:00 pm,0,8.2537,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
330,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 00:00:00,7/20/2018,12:00:00 am,0,8.2534,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
331,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 00:10:00,7/20/2018,12:10:00 am,0,8.2534,8.825,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.00010000000000012221
332,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 00:20:00,7/20/2018,12:20:00 am,0,8.2534,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
333,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 00:30:00,7/20/2018,12:30:00 am,0,8.2537,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
334,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 00:40:00,7/20/2018,12:40:00 am,0,8.2533,8.826,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
335,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 00:50:00,7/20/2018,12:50:00 am,0,8.2531,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
336,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 01:00:00,7/20/2018,01:00:00 am,0,8.253,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
337,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 01:10:00,7/20/2018,01:10:00 am,0,8.2532,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
338,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 01:20:00,7/20/2018,01:20:00 am,0,8.2528,8.827,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,9.999999999994457e-05
339,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 01:30:00,7/20/2018,01:30:00 am,0,8.2527,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
340,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 01:40:00,7/20/2018,01:40:00 am,0,8.2523,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
341,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 01:50:00,7/20/2018,01:50:00 am,0,8.2526,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
342,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 02:00:00,7/20/2018,02:00:00 am,0,8.2525,8.828,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.00010000000000012221
343,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 02:10:00,7/20/2018,02:10:00 am,0,8.2521,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
344,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 02:20:00,7/20/2018,02:20:00 am,0,8.2518,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
345,2018-07-25 23:59:00,2018-07-17,EEF-1_2018_0717_0725,2018,EEF-1,2018-07-20 02:30:00,7/20/2018,02:30:00 am,0,8.2517,8.829,2018-07-25,4,2091639.0,2018-07-17 17:00:00,2018-07-25 11:10:00,0.5,"10/05/2019 notes on ""current"" logger deployment; source 2015-19 Orange p130",,,,,,2018-07-25,0.0
